Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
alcohol canadian,Commercial,90,11,0.00,"AI Overview, Video carousel, People also ask, Related searches, Popular products"
alcohol club,Informational,90,56,4.24,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches"
cactus club first canadian place,Navigational,90,21,0.00,"Sitelinks, Knowledge panel, Related searches"
canadian bacon sam's club,Informational,90,18,0.00,"Image pack, People also ask, Recipes, Related searches"
canadian club 100 rye,Commercial,90,4,0.00,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
canadian club 12 year canadian whisky,"Informational, Commercial",90,3,0.00,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
canadian club 12 years,Informational,90,3,0.48,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
canadian club 1858 whiskey,"Informational, Commercial",90,5,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
canadian club mirror,"Informational, Commercial",90,3,0.00,"AI Overview, People also ask, Popular products"
canadian club original 1858,"Informational, Commercial",90,7,0.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
canadian club rye 100,Commercial,90,6,0.00,"AI Overview, People also ask, Discussions and forums, Related searches"
canadian club whiskey review,Commercial,90,5,0.00,"AI Overview, Reviews, Video carousel, People also ask, Related searches"
canadian club whisky price,Transactional,90,3,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
canadian kennel club dog registration,Navigational,90,15,1.36,"Video, People also ask, Related searches"
canadian kennel club phone number,Informational,90,6,0.00,"People also ask, Related searches"
canadian kennel club puppies,Navigational,90,36,0.57,"Sitelinks, Video, People also ask, Related searches"
canadian whiskey brand,"Informational, Commercial",90,12,0.38,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
club canadian,Informational,90,54,0.00,"Sitelinks, Reviews, Image pack, People also ask, Knowledge panel, Related searches"
grand canadian resort vacation club,Informational,90,9,1.04,"Sitelinks, Knowledge panel, Hotels pack, Related searches"
grand canadian resort vacation club canmore,"Informational, Transactional",90,5,1.04,"People also ask, Knowledge panel, Hotels pack, Related searches"
grand canadian resort vacation club canmore alberta,Informational,90,8,1.04,"Image, People also ask, Knowledge panel, Hotels pack, Related searches"
hiram walker canadian club,Informational,90,18,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
rye canadian club,"Informational, Commercial",90,5,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, Popular products"
