Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
chivas regal drink price,Commercial,1000,"1.00,0.00,0.40,0.80,0.80,0.60,1.00,0.60,0.40,0.40,0.60,0.40",19,0.37,0.81,"Sitelinks, Video, People also ask, Related searches, Popular products",177
chivas regal liquor price,Transactional,1000,"1.00,0.00,0.40,0.80,0.80,1.00,1.00,0.60,0.40,0.40,0.60,0.40",20,0.37,0.81,"Sitelinks, People also ask, Related searches, Popular products",184
chivas regal price,Commercial,1000,"0.61,1.00,1.00,0.82,0.82,0.82,0.82,0.61,0.45,0.45,0.45,0.61",50,0.37,0.81,"Sitelinks, People also ask, Related searches, Popular products",183
chivas whiskey 12,Commercial,1000,"0.00,0.02,0.08,1.00,1.00,0.04,0.08,0.79,0.79,1.00,0.05,0.04",16,0.46,0.97,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",198
chivas drink,"Informational, Transactional",880,"0.30,0.80,1.00,0.10,0.10,0.20,0.30,0.20,0.20,0.20,0.20,0.20",34,0.00,0.26,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know",193
chivas scotch,Informational,880,"0.20,0.20,0.16,0.16,0.20,0.20,0.27,0.16,1.00,0.16,0.20,0.20",34,0.91,1.00,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Related searches, People also search, Popular products, Things to know",196
chivas alcohol,Informational,720,"1.00,0.88,0.63,0.63,0.50,0.63,1.00,0.63,0.63,0.63,0.63,0.63",33,0.51,0.91,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products",268
chivas brothers scotch whiskey,"Informational, Commercial",720,"0.20,0.05,0.05,0.12,0.20,0.30,0.41,0.20,1.00,0.24,0.24,0.24",32,0.91,1.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",189
chivas price,Transactional,720,"0.19,0.44,1.00,0.09,1.00,0.07,0.37,0.76,0.56,0.56,0.76,0.56",25,0.37,0.81,"Sitelinks, Video, People also ask, Related searches, Popular products",178
chivas regal scotch,Informational,720,"0.55,0.55,0.45,0.36,0.45,0.55,1.00,0.55,0.55,0.36,0.36,0.67",36,0.56,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",198
chivas regal scotch whisky,Commercial,720,"0.36,0.55,0.45,0.55,0.45,0.55,1.00,0.67,0.45,0.30,0.30,0.55",9,0.56,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products",199
chivas whiskey 25,"Informational, Commercial",720,"0.45,0.45,0.45,0.45,0.45,0.67,1.00,0.67,0.45,0.45,0.55,0.45",8,0.91,1.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",186
chivaas,"Informational, Transactional",590,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.65,0.00,1.00",49,0.78,0.33,"Knowledge panel, Discussions and forums, Related searches",668
chivas 12,Informational,590,"1.00,0.65,0.65,0.55,0.65,0.55,1.00,0.55,0.44,0.44,0.44,0.44",18,0.45,0.99,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",200
chivas liquor,Informational,590,"0.59,0.59,0.59,0.72,0.59,0.72,1.00,0.59,0.59,0.48,0.48,0.48",31,0.55,0.88,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",192
chivas regal 12 years price,Transactional,590,"0.48,0.48,0.88,0.72,0.59,0.72,1.00,0.59,0.39,0.32,0.39,0.39",7,0.47,0.89,"Sitelinks, Video, People also ask, Related searches, Popular products",186
chivas whisky 12,Commercial,590,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00",10,0.46,0.97,"Sitelinks, Image pack, People also ask, Related searches, Popular products",6200000
civas,Informational,590,"0.26,0.39,0.59,0.72,0.72,0.88,0.39,0.59,0.88,0.72,0.72,1.00",25,0.00,0.02,"AI Overview, People also ask, Knowledge panel, Related searches",269000
scotch whiskey chivas,Commercial,590,"0.45,0.10,0.24,0.30,0.36,0.55,1.00,0.67,0.45,0.36,0.36,0.55",8,0.56,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",199
chivas 25,Informational,480,"0.67,1.00,0.80,0.67,0.67,0.67,0.80,0.67,0.44,0.29,0.29,0.44",12,1.30,1.00,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches, Popular products",173
chivas brothers scotch,Informational,480,"0.20,0.05,0.05,0.13,0.20,0.01,0.02,0.20,1.00,0.24,0.07,0.00",33,0.46,0.95,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, People also search, Popular products",196
chivas regal 12 year old,Commercial,480,"0.55,0.08,0.08,0.08,0.08,0.08,0.81,0.45,0.62,1.00,0.55,0.45",12,1.52,0.05,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",194
chivas regal cost,Commercial,480,"0.20,0.25,0.37,1.00,0.07,0.07,0.06,0.77,0.44,0.37,0.56,0.44",50,0.37,0.81,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products",193
chivas regal scotch 12 year price,Transactional,480,"0.39,0.14,0.17,0.39,0.48,0.72,1.00,0.59,0.39,0.39,0.39,0.39",31,0.47,0.89,"Sitelinks, Reviews, People also ask, Related searches, Popular products",196
chivas regal scotch price,Transactional,480,"0.45,0.05,0.55,1.00,0.10,0.16,0.08,0.76,0.13,0.36,0.30,0.30",49,0.29,0.88,"Sitelinks, Video, People also ask, Related searches, Popular products",184
chivas scotch 12 year,Informational,480,"0.59,0.14,0.14,0.32,0.48,0.72,1.00,0.59,0.48,0.39,0.39,0.48",10,0.56,0.97,"Sitelinks, People also ask, Discussions and forums, Related searches, Popular products",199
chivas whisky,"Informational, Commercial",480,"0.83,0.56,0.44,0.28,0.56,0.56,1.00,0.83,0.36,0.36,0.36,0.36",23,0.47,0.94,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",196
liquor chivas regal,Informational,480,"0.55,0.16,0.16,0.44,0.55,0.82,1.00,0.55,0.55,0.55,0.55,0.55",8,0.55,0.88,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",196
regal liquor,"Navigational, Commercial",480,"0.81,1.00,1.00,0.81,0.81,0.81,1.00,0.81,0.54,0.66,1.00,1.00",13,1.04,0.05,"Sitelinks, Reviews, Image pack, Local pack, Related searches, Popular products",207
whiskey chivas regal 12,Commercial,480,"0.56,0.30,0.09,1.00,0.37,0.44,0.13,0.37,0.15,0.30,0.30,0.44",9,0.46,0.97,"Sitelinks, Image pack, Video carousel, People also ask, Related searches, Popular products",199
chivads,"Informational, Transactional",390,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",49,0.78,0.33,"Video carousel, Knowledge panel, Discussions and forums, Related searches",696
chivas regal 13 year scotch whisky,Commercial,390,"0.10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",6,0.00,0.33,"Sitelinks, Reviews, People also ask, Related searches",197
chivas regal 18 year old,"Informational, Commercial",390,"0.08,0.08,0.08,0.08,0.10,0.10,1.00,0.30,0.30,0.30,0.20,0.24",13,0.76,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",198
chivas regal whiskey,Informational,390,"0.67,0.81,0.81,0.67,0.67,0.81,1.00,0.67,0.36,0.44,0.36,0.54",36,0.76,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",197
chivas regal whisky price,Transactional,390,"0.32,0.07,0.72,0.13,0.13,0.21,0.72,1.00,0.17,0.47,0.39,0.39",41,0.37,0.81,"Image, Image pack, People also ask, Related searches, Popular products",179
chivas scotch whisky,"Informational, Commercial",390,"0.44,0.44,0.29,0.54,0.44,0.81,1.00,0.36,0.23,0.15,0.23,0.23",13,0.87,0.98,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",198
scotch chivas,"Informational, Transactional",390,"0.54,0.34,0.66,0.43,0.54,0.43,1.00,1.00,0.43,0.43,0.43,0.81",20,0.87,0.98,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",198
shop chivas,Commercial,390,"0.32,0.16,0.13,0.26,0.21,0.48,0.39,0.89,0.73,0.58,0.58,1.00",15,0.29,0.94,"Sitelinks, People also ask, Local pack, Related searches, Popular products",162
what is chivas,Informational,390,"0.81,0.67,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.67,0.81,0.81",41,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches",132
chevas regal,"Informational, Transactional",320,"0.28,0.28,0.28,1.00,0.36,0.28,0.56,0.83,0.44,0.28,1.00,0.56",16,0.56,0.95,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know",194
chivas 18 year old,Commercial,320,"0.38,0.25,0.38,0.38,0.50,0.88,1.00,0.63,0.50,0.38,0.38,0.38",9,0.00,0.00,"Image, Video, People also ask, Related searches, Popular products",197
chivas regal 12 year,"Informational, Commercial",320,"0.67,0.67,0.15,0.15,0.54,0.19,1.00,0.19,0.12,0.07,0.15,0.12",14,0.58,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",197
chivas regal 12 year scotch whisky,"Informational, Commercial",320,"0.80,0.20,1.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00",12,0.00,0.81,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",197
chivas regal 12 years,Informational,320,"0.23,0.23,0.66,0.66,0.36,1.00,0.36,0.81,0.19,0.36,0.44,0.66",14,0.58,0.99,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",197
chivas regal 18 price,Transactional,320,"0.67,0.67,1.00,0.54,0.67,0.54,1.00,0.54,0.44,0.35,0.44,0.44",7,0.45,0.88,"Sitelinks, Video, People also ask, Related searches, Popular products",185
chivas regal cocktails,Informational,320,"0.35,0.81,0.81,0.35,0.35,0.66,0.81,0.81,1.00,0.54,1.00,0.54",7,0.77,0.09,"Sitelinks, AI Overview, Image, Image pack, People also ask, Recipes, Related searches",192
chivas regal royal salute 21,"Informational, Commercial",320,"0.43,0.54,0.22,0.81,0.81,1.00,0.81,1.00,0.43,0.54,0.43,0.81",3,0.95,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",192
chivas scotch price,Transactional,320,"0.29,0.44,0.13,0.29,0.53,1.00,0.53,0.53,0.29,0.53,0.53,0.44",49,0.37,0.81,"Sitelinks, Video, People also ask, Related searches, Popular products",189
chivasa,"Informational, Transactional",320,"0.00,0.17,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,1.00,0.00",24,0.78,0.33,"Image pack, Video carousel",266000
chivqs,"Informational, Transactional",320,"0.00,0.08,0.30,0.45,0.36,0.55,0.00,0.10,0.36,0.45,0.55,1.00",46,0.78,0.33,"Knowledge panel, Discussions and forums, Related searches",665
chevass,Informational,260,"0.82,0.43,0.34,0.66,0.05,1.00,0.66,0.66,0.66,1.00,1.00,1.00",28,0.00,0.01,"Image, Image pack, People also ask, Related searches",2180
chivas 12 year,"Informational, Commercial",260,"0.82,0.44,0.44,0.36,0.54,0.67,1.00,0.67,0.44,1.00,0.44,0.44",14,0.00,0.96,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",199
chivas 12 years price,Transactional,260,"0.54,0.19,0.23,0.36,1.00,0.15,0.44,0.36,0.19,0.28,0.28,0.36",7,0.47,0.89,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",181
chivas 18 price,Transactional,260,"0.44,0.44,0.50,0.69,0.50,0.69,1.00,0.50,0.31,0.31,0.44,0.44",12,0.45,0.88,"AI Overview, Video, People also ask, Related searches, Popular products",189
chivas regal scotch whisky gift set brand website,Commercial,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",4,0.00,0.00,"Sitelinks, Video, People also ask, Related searches",173
chivas regal whisky,"Informational, Commercial",260,"1.00,0.54,0.54,0.67,0.54,0.36,0.82,1.00,0.54,0.36,0.36,0.36",35,0.00,0.78,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",199
chivas whisky price,Transactional,260,"0.30,0.13,0.16,0.13,0.44,0.30,1.00,0.19,0.16,0.30,0.36,0.30",17,0.37,0.81,"Sitelinks, People also ask, Related searches, Popular products",177
uisque chivas,Transactional,260,"0.54,0.23,0.18,0.23,0.35,0.81,1.00,0.44,0.44,0.66,0.44,0.35",28,0.47,0.94,"Sitelinks, Image pack, Video, Related searches, Popular products",
whisky chivas brothers,"Informational, Transactional",260,"0.54,0.23,0.18,0.23,0.35,0.81,1.00,0.44,0.44,0.66,0.44,0.35",28,0.47,0.94,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",187
xhivas,"Informational, Transactional",260,"0.00,0.00,0.43,0.43,0.43,0.71,0.00,0.00,0.14,0.43,0.57,1.00",49,0.78,0.33,"Knowledge panel, Discussions and forums, Related searches",666
芝华士,"Informational, Transactional",260,"0.13,1.00,0.13,0.15,0.09,0.09,0.13,0.15,0.07,0.09,0.09,0.06",26,0.00,0.68,"Sitelinks, Reviews, Video, People also ask, Knowledge panel, Related searches, People also search",138
chivas 12 años,"Informational, Transactional",210,"0.00,0.00,0.00,0.01,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",13,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches, Popular products",
chivas 18 años,Informational,210,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",7,0.00,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",196
chivas 25 years,"Informational, Transactional",210,"0.35,0.53,0.43,0.35,0.53,0.53,1.00,0.66,0.43,0.43,0.43,0.66",6,0.60,1.00,"Sitelinks, Reviews, Image, Image pack, People also ask, Related searches, Popular products",188
chivas regal 12 whisky,Commercial,210,"0.00,0.00,0.00,0.00,0.02,0.00,0.08,0.08,0.65,0.05,0.07,1.00",12,0.53,0.99,"Sitelinks, AI Overview, Image, Image pack, Short videos, People also ask, Discussions and forums, Related searches, Popular products",267
chivas regal 15 year scotch whisky,Commercial,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",2,0.00,0.33,"Reviews, Image, Image pack, People also ask, Related searches, Popular products",190
chivas regal 21,Informational,210,"0.80,0.65,0.80,0.80,0.80,1.00,1.00,0.80,0.65,0.50,0.80,0.65",5,0.97,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",3610000
chivas regal 25 years,Commercial,210,"0.53,0.43,0.53,0.53,0.43,0.53,1.00,0.67,0.36,0.36,0.36,0.43",5,0.60,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",190
chivas regal mizunara,Informational,210,"0.82,0.66,0.66,0.43,0.66,0.66,1.00,0.43,0.34,0.34,0.34,0.43",4,0.00,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products",200
chivas regal ultis,Commercial,210,"0.67,0.67,0.80,0.80,1.00,0.80,1.00,0.27,0.27,0.27,0.20,0.20",6,0.82,1.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",175
chivas scotch whiskey,Informational,210,"0.65,0.65,1.00,0.65,0.42,1.00,0.80,0.80,0.80,0.42,0.65,0.65",49,0.87,0.98,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",197
chivas stand,Informational,210,"0.09,0.06,0.09,0.19,0.36,0.36,0.09,0.44,0.66,1.00,1.00,0.44",35,0.00,0.33,"Image pack, Knowledge panel, Related searches",3330000
chivas whisky 18 price,Transactional,210,"0.65,0.25,0.25,0.40,0.40,0.50,1.00,0.50,0.35,0.35,0.40,0.35",7,0.23,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",189
chivats,Informational,210,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",34,0.79,0.33,"AI Overview, Related searches",3990
price of chivas regal,Commercial,210,"0.05,0.11,0.15,0.24,0.24,0.24,0.36,0.11,0.65,0.00,1.00,0.11",16,0.37,0.81,"Sitelinks, People also ask, Related searches, Popular products",185
whisky chivas regal,"Informational, Commercial",210,"0.66,0.53,0.35,0.43,0.53,0.53,1.00,0.43,0.43,0.35,0.35,0.53",31,0.00,0.99,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",196
80432400395,Informational,170,"0.01,0.00,1.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00",4,0.00,0.07,"Reviews, Image, Image pack, People also ask",1200
blended scotch chivas regal,"Informational, Commercial",170,"0.65,0.53,0.42,0.80,0.42,0.53,1.00,0.65,0.42,0.53,0.00,0.00",55,0.00,0.90,"AI Overview, Image, Image pack, Short videos, People also ask, Related searches, Popular products",196
cchivas,Informational,170,"0.00,0.00,0.03,0.81,0.00,0.19,0.00,1.00,0.00,0.00,0.12,0.36",48,0.78,0.33,"Knowledge panel, Discussions and forums, Related searches",668
chevis regal,Informational,170,"0.03,0.53,0.33,0.67,0.43,0.33,0.67,0.27,0.67,0.67,0.53,1.00",16,0.62,0.96,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know",194
chiva regal,Informational,170,"0.80,0.27,0.17,0.20,1.00,0.53,0.80,0.33,0.20,0.10,0.27,0.67",16,0.56,0.95,"Sitelinks, Video, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products",
chivars,Informational,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,1.00,0.00",14,0.78,0.33,"Reviews, Image pack, Related searches",4930
chivas brothers,"Navigational, Transactional",170,"0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.53,0.53,0.53,0.66",42,0.00,0.27,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches, People also search, Popular products",172
chivas pronunciation,Informational,170,"0.81,0.81,0.81,0.67,0.81,0.81,1.00,0.81,0.67,0.81,0.81,0.81",15,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches",80
chivas regal 12 year blended whiskey,Commercial,170,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",5,0.00,0.00,"Sitelinks, Image pack, Video carousel, People also ask, Related searches, Popular products",201
