Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
pappy 10 year,Informational,1300,17,0.89,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
pappy 12 year,"Informational, Commercial",1300,12,0.86,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
pappy van winkle 10,Commercial,1300,17,1.05,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
pappy winkle,Informational,1300,33,0.59,"Sitelinks, Video, Short videos, People also ask, Knowledge panel, Related searches"
rip van winkle 10 year,"Informational, Commercial",1300,17,0.72,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
rip van winkle whiskey,Commercial,1300,20,0.55,"Sitelinks, People also ask, Discussions and forums, Related searches, Popular products"
van winkle 20 year,Commercial,1300,17,0.70,"Sitelinks, Video, People also ask, Discussions and forums, Related searches, Popular products"
20 year pappy van winkle,"Informational, Commercial",1000,19,0.61,"Sitelinks, AI Overview, People also ask, Related searches, Popular products, Things to know"
pappy 23 year,Commercial,1000,17,0.69,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
pappy van winkle 10 year price,Transactional,1000,15,0.41,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
pappy van winkle 2025 bourbon collection,Commercial,1000,14,0.00,"Sitelinks, Image, People also ask, Related searches, Popular products"
pappy van winkle family reserve 15 year,Informational,1000,22,1.05,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, Popular products"
pappy van winkle family reserve 23 year,Informational,1000,15,0.69,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
pappy van winkle for sale,Transactional,1000,17,1.38,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
pappy van winkle's 15,Informational,1000,28,0.89,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, Popular products"
pappy van winkle's family reserve 23,Commercial,1000,24,0.46,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
pappy van winkle's family reserve bourbon whiskey,Commercial,1000,26,0.68,"Sitelinks, Video, People also ask, Related searches, Popular products"
pappy's bourbon,"Informational, Commercial",1000,33,0.55,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Related searches, Popular products"
rip van winkle bourbon 10 year,"Informational, Commercial",1000,21,1.11,"AI Overview, Image, People also ask, Related searches, Popular products"
van winkle 15 year,"Informational, Transactional",1000,25,1.05,"Sitelinks, Image pack, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products"
vanwinkle,Informational,1000,36,0.84,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches"
old rip van winkle distillery,Navigational,880,9,0.38,"Sitelinks, Knowledge panel, Related searches, Popular products"
old rip van winkle whiskey,"Navigational, Commercial",880,16,0.72,"Sitelinks, People also ask, Discussions and forums, Related searches, Popular products"
old van winkle,"Informational, Transactional",880,22,1.03,"Sitelinks, Image pack, People also ask, Knowledge panel, Discussions and forums, Related searches"
pappy van winkle 12,Commercial,880,17,0.88,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
pappy van winkle 23 price,Transactional,880,19,0.42,"Sitelinks, AI Overview, Related searches, Popular products"
pappy van winkle bourbon price,Commercial,880,11,0.22,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
pappy van winkle's family reserve 23 year,"Informational, Commercial",880,22,0.69,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
pappy whiskey van winkle,Commercial,880,33,0.58,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
van winkle 12,"Informational, Commercial",880,13,0.88,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
van winkle distillery,Navigational,880,35,0.72,"Sitelinks, People also ask, Knowledge panel, Related searches"
van winkle special reserve 12 year,Informational,880,13,0.63,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
van winkle whiskey,"Informational, Commercial",880,30,0.47,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
12 year pappy van winkle,"Informational, Commercial",720,6,0.83,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
15 year pappy van winkle,Informational,720,23,1.02,"Sitelinks, AI Overview, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products"
23 year pappy van winkle,"Informational, Commercial",720,16,0.69,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
how much is a bottle of pappy van winkle,Informational,720,11,0.16,"AI Overview, People also ask, Related searches, Popular products"
old rip van winkle 10 year price,Transactional,720,15,0.83,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
pappy van winkle 12 year lot b,"Informational, Commercial",720,10,0.80,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
pappy van winkle bourbon cost,"Informational, Commercial",720,15,0.22,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products"
pappy van winkle near me,Transactional,720,26,1.90,"Sitelinks, AI Overview, Reviews, People also ask, Knowledge panel, Related searches"
pappy van winkle rye,"Informational, Commercial",720,12,0.69,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
pappy van winkles family reserve,Informational,720,26,0.66,"Sitelinks, People also ask, Knowledge panel, Related searches"
pappy vanwinkle,Navigational,720,31,0.59,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, Popular products"
pappy whisky,Informational,720,36,0.44,"Sitelinks, AI Overview, Image pack, People also ask, Knowledge panel, Related searches, Popular products"
grand pappy,Informational,590,39,0.00,"Sitelinks, AI Overview, Reviews, Image pack, Video carousel, People also ask, Knowledge panel, Hotels pack, Related searches"
old van winkle 10 year,Commercial,590,13,0.77,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
old van winkle distillery,Navigational,590,29,0.76,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches"
pappy 12,"Informational, Commercial",590,19,1.04,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
pappy 15 year price,Transactional,590,15,0.39,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
pappy 23 price,Commercial,590,19,0.32,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
pappy and company,Navigational,590,28,1.11,"Sitelinks, People also ask, Knowledge panel, Related searches"
pappy company,Navigational,590,30,1.11,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches"
pappy van 15 year,Informational,590,23,1.02,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, Popular products"
pappy van winkel,Navigational,590,36,0.78,"Sitelinks, AI Overview, Video, Short videos, People also ask, Knowledge panel, Related searches"
pappy van winkle 15 year price,Commercial,590,20,0.62,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Related searches, Popular products"
pappy van winkle 20,"Informational, Commercial",590,24,1.25,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
pappy van winkle 20 year price,Transactional,590,14,0.39,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
pappy van winkle 25 year,"Informational, Commercial",590,22,0.46,"Sitelinks, AI Overview, Reviews, Image, People also ask, Related searches"
pappy van winkle 30 year price,Commercial,590,27,0.61,"Sitelinks, AI Overview, People also ask, Related searches"
