Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
who owns jack daniels whiskey,Informational,320,33,0.31,"Sitelinks, AI Overview, People also ask, Related searches"
how expensive is jack daniels,Informational,260,19,0.40,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
how many calories is a shot of jack daniels,Informational,260,6,0.00,"AI Overview, People also ask, Related searches"
how many calories jack daniels,Informational,260,18,0.00,"AI Overview, People also ask, Related searches"
how much alc in jack daniels,Informational,260,12,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
how much alcohol in jack daniels whiskey,Informational,260,11,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
how much alcohol is in jack daniels,Informational,260,11,0.00,"AI Overview, Video, People also ask, Related searches"
how much alcohol is in jack daniels whiskey,Informational,260,11,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
how much for a fifth of jack daniels,Informational,260,8,0.39,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
how much is in a fifth of jack daniels,Informational,260,5,0.39,"Sitelinks, People also ask, Related searches"
how much is jack,Informational,260,9,0.12,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches, Popular products"
how much is jack daniels tennessee whiskey,"Informational, Commercial",260,4,0.40,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
how much sugar is in jack daniels,Informational,260,8,0.00,"AI Overview, People also ask, Related searches"
is jack daniel's a bourbon,Informational,260,12,0.31,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
is jack daniels good,Informational,260,32,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
is jd whisky or bourbon,Informational,260,8,0.29,"AI Overview, Video, People also ask, Discussions and forums, Related searches"
what is jack daniels made of,Informational,260,32,0.39,"AI Overview, Video, Video carousel, People also ask, Related searches"
what kind of whiskey is jack daniels,Informational,260,15,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
what proof is jack daniels whiskey,Informational,260,25,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
what type of alcohol is jack daniels,Informational,260,14,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
what type of liquor is jack daniels,Informational,260,8,0.00,"AI Overview, People also ask, Related searches"
when was jack daniels started,Informational,260,35,0.28,"AI Overview, Video, People also ask, Related searches"
where is jack daniel's distillery,Navigational,260,42,0.89,"Sitelinks, People also ask, Local pack, Discussions and forums, Related searches"
where is the jack daniel's distillery,Commercial,260,47,0.66,"Sitelinks, Video carousel, People also ask, Local pack, Related searches"
who created jack daniels,Informational,260,37,0.00,"AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
does jack daniels have gluten,Informational,210,16,0.00,"AI Overview, People also ask, Related searches"
how many calories in a shot of jack daniels whiskey,Informational,210,5,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
how many calories in jack daniels whiskey,Informational,210,13,0.00,"AI Overview, Image pack, People also ask, Related searches"
how many calories in shot of jack daniels,Informational,210,8,0.00,"AI Overview, People also ask, Related searches"
how much is a barrel of jack daniels,Informational,210,2,1.51,"People also ask, Related searches"
how much is a barrel of jack daniels whiskey,Informational,210,0,1.51,"Reviews, Related searches"
how much sugar in jack daniels whiskey,Informational,210,8,0.00,"AI Overview, People also ask, Related searches"
is jack daniels a bourbon whisky,Informational,210,8,0.66,"Sitelinks, AI Overview, People also ask, Related searches"
is jack daniels a good whiskey,Commercial,210,17,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
is jd bourbon,Informational,210,7,0.66,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
what alcohol proof is jack daniels,Informational,210,14,0.00,"AI Overview, People also ask, Related searches"
what goes good with jack daniels,Informational,210,28,0.37,"AI Overview, Video, People also ask, Related searches"
what is jack daniels whiskey made of,Informational,210,8,0.39,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what type of whiskey is jack daniels,Informational,210,13,0.00,"AI Overview, People also ask, Discussions and forums, Related searches"
who created jack daniels whiskey,Informational,210,42,0.00,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
who made jack daniels,Informational,210,32,0.00,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches"
why is jack daniels not bourbon,Informational,210,7,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
do jack daniels expire,Informational,170,5,0.00,"AI Overview, People also ask, Related searches"
how long jack daniels aged,Informational,170,8,0.00,"AI Overview, People also ask, Related searches"
how many calories are in jack daniels whiskey,Informational,170,17,0.00,"AI Overview, People also ask, Related searches"
how many calories in a jack daniels,Informational,170,17,0.00,"AI Overview, People also ask, Related searches"
how many calories in a jack daniels shot,Informational,170,5,0.00,"AI Overview, People also ask, Related searches"
how many carbs are in jack daniels,Informational,170,7,0.00,"AI Overview, People also ask, Related searches"
