Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
d'usse vsop,Informational,590,21,0.00,"Sitelinks, Video, People also ask, Related searches, Popular products"
deuce alcohol,"Informational, Commercial",590,20,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
deuce bottle,Informational,590,17,0.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
dirty dusse,Informational,590,16,0.00,
ducce,Informational,590,35,0.79,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Related searches"
duesse,Informational,590,10,0.79,"Sitelinks, Image pack, People also ask, Related searches"
dulce alcohol,Informational,590,18,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
dusee,Informational,590,14,1.01,"AI Overview, People also ask, Related searches"
duss ave cafe,"Navigational, Transactional",590,31,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
dusse price,Transactional,590,10,0.71,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
bottle of d'usse,Commercial,480,8,0.83,"Sitelinks, Video, People also ask, Related searches, Popular products"
bottles of dusse,Commercial,480,7,0.83,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
d'usse xo cognac,Commercial,480,13,1.04,"Sitelinks, Video carousel, People also ask, Related searches, Popular products"
d'ussé cognac,Navigational,480,14,0.46,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
deuce cognac,Informational,480,19,0.53,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
duse alcohol,"Informational, Commercial",480,27,1.01,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
liquor bottle with a cross,"Informational, Commercial",480,7,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
alcohol bottle with cross,"Informational, Commercial",390,13,0.00,"Image, Image pack, Video, People also ask, Related searches, Popular products"
cognac d usse,Informational,390,16,0.22,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
d'usse liquor,Commercial,390,13,1.27,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, Popular products"
d'ussé liquor,Commercial,390,14,1.19,"Sitelinks, Video, People also ask, Related searches, Popular products"
deuce liquor,Informational,390,8,0.82,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
dirty dusse porn,Informational,390,17,0.00,
dousse,Informational,390,23,0.36,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches"
ducee,Informational,390,38,0.00,"Sitelinks, Image, Image pack, Video carousel"
duss,Navigational,390,43,0.00,"Sitelinks, People also ask, Related searches"
dusse vsop,Informational,390,16,0.65,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
liquor dusse,Commercial,390,6,1.04,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
usse,Informational,390,46,0.00,"AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches"
what is dusse,Informational,390,17,0.00,"Sitelinks, AI Overview, People also ask, Related searches"
alcohol with cross on bottle,Informational,320,17,0.41,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
cognac d'usse price,Transactional,320,8,0.00,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
cognac d'usse xo,Commercial,320,13,1.04,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
cognac dusse,Navigational,320,15,0.22,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
d usse cognac xo,Commercial,320,13,0.77,"AI Overview, Image, People also ask, Related searches, Popular products"
d'usse alcohol price,Transactional,320,8,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
d'usse cognac cost,"Informational, Commercial",320,8,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
douse liquor,"Informational, Commercial",320,28,0.00,"AI Overview, Video, People also ask, Related searches, Popular products"
drink dusse,Informational,320,20,0.99,"Sitelinks, AI Overview, Image pack, Video carousel, Short videos, People also ask, Recipes, Related searches, Popular products"
duce drink,Informational,320,16,0.00,"Reviews, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
dusse 750ml,Commercial,320,12,1.07,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
dusse near me,Transactional,320,14,1.36,"Reviews, Local pack, Related searches, Popular products"
dusse nearby,Transactional,320,21,1.20,"Sitelinks, People also ask, Local pack, Related searches, Popular products"
jay z cognac,Informational,320,5,1.55,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
liquor bottle with cross,"Informational, Commercial",320,7,0.41,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
rassie van der dussen,Informational,320,35,0.00,"Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search"
who owns dusse,Informational,320,26,0.00,"AI Overview, Video, People also ask, Related searches"
alcohol with a cross on the bottle,Informational,260,5,0.00,"AI Overview, Image, Image pack, Video, Short videos, People also ask, Related searches"
black dusse,Informational,260,11,0.69,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
cross liquor bottle,Commercial,260,7,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
d usse alcohol price,Transactional,260,13,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
d usse cognac price,Transactional,260,16,0.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
d usse liquor,"Informational, Commercial",260,6,1.27,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
d usse xo,"Informational, Commercial",260,13,0.91,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
d'usse cognac owner,Informational,260,26,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
d'ussé vsop cognac,"Informational, Commercial",260,15,0.34,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
dolce liquor,"Informational, Commercial",260,5,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
dussan eye care,Navigational,260,35,0.00,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
dusse black,Informational,260,13,0.96,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
dusse pint,"Informational, Transactional",260,8,0.96,"Image, Image pack, Video, People also ask, Related searches, Popular products"
dusse xo cognac,Informational,260,15,1.04,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
dusses,Informational,260,17,0.79,"Sitelinks, Image pack, Video, People also ask, Related searches"
j z liquor,"Informational, Commercial",260,9,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, Popular products"
