Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
monkey bourbon,"Informational, Commercial",170,2,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
monkey sholder,"Informational, Navigational",170,29,0.36,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
monkey shoulder blended scotch,Commercial,170,23,0.28,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products"
monkey shoulder gin,Informational,170,5,0.70,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
monkey shoulder scotch whiskey reviews,Commercial,170,8,0.00,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder whiskey review,Commercial,170,8,0.00,"AI Overview, Reviews, Video carousel, People also ask, Related searches"
monkey shoulders,Informational,170,14,0.36,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products, Things to know"
three monkeys whiskey,Informational,170,7,0.42,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
moneky shoulder whiskey,"Informational, Commercial",140,21,0.39,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
monkey alcohol,Informational,140,26,0.00,"Image pack, Video carousel, Short videos, People also ask, Related searches, Popular products"
monkey liquor,Informational,140,7,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
monkey on shoulder,Informational,140,23,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
monkey shoulder blend,"Informational, Commercial",140,14,0.64,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
monkey shoulder cocktails,Informational,140,15,0.00,"AI Overview, Image pack, Video, People also ask, Recipes, Related searches"
monkey shoulder scotch whisky review,Commercial,140,8,0.00,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches"
monkey solder,"Informational, Commercial",140,29,0.32,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
monkeys shoulder scotch,"Informational, Commercial",140,20,0.35,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
blended malt scotch monkey shoulder,Commercial,110,21,0.38,"Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
monkey booze,Informational,110,17,0.00,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder batch 27,Informational,110,2,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products"
monkey shoulder blended whiskey,"Navigational, Commercial",110,12,0.64,"Sitelinks, People also ask, Related searches, Popular products"
monkey shoulder cost,"Informational, Commercial",110,5,0.32,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
monkey shoulder liquor,Informational,110,11,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
review monkey shoulder scotch,Commercial,110,8,0.00,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches"
sober monkey,Informational,110,24,0.70,"Sitelinks, AI Overview, Reviews, Image pack, People also ask, Related searches"
what is monkey shoulder,Informational,110,25,0.60,"AI Overview, Reviews, People also ask, Related searches, Popular products"
whiskey monkey shoulder,"Informational, Commercial",110,13,0.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
how far apart should monkey bars be,Informational,90,2,0.46,"AI Overview, People also ask, Related searches"
monkey on a shoulder,Informational,90,17,0.00,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
monkey shoulder blended scotch whisky,Informational,90,15,0.00,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, Popular products"
monkey shoulder drink,Informational,90,8,0.00,"AI Overview, Video, People also ask, Recipes, Discussions and forums, Related searches, Popular products"
monkey shoulder whiskey batch 27,Commercial,90,2,0.00,"Sitelinks, Reviews, People also ask, Related searches, Popular products"
alcohol monkey,Informational,70,69,0.00,"AI Overview, Image pack, Video carousel, Short videos, People also ask, Related searches"
alcohol monkey shoulder,"Informational, Commercial",70,8,0.00,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
liquor monkey,Informational,70,7,0.00,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
monkey puzzle whiskey,Commercial,70,7,0.00,"Reviews, Image, Image pack, People also ask, Related searches"
monkey sholder scotch,"Informational, Commercial",70,14,0.35,"AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder alcohol,Informational,70,13,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
monkey shoulder blended scotch whiskey,Commercial,70,16,0.00,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products"
monkey shoulder scotch batch 27,"Informational, Commercial",70,1,0.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products"
monkey shoulder scotch blend,"Informational, Commercial",70,11,0.28,"AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder total wine,Informational,70,23,0.09,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
monkey shoulder whisky bottle,Informational,70,15,0.00,"Sitelinks, Image pack, Video carousel, People also ask, Related searches, Popular products"
monkey whisky,"Informational, Commercial",70,14,0.46,"Sitelinks, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
monkeys shoulder whiskey,"Informational, Commercial",70,18,0.38,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products"
monkeyshoulder,Commercial,70,29,0.36,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
scotch blend monkey shoulder,Commercial,70,4,0.00,"Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
what is in monkey shoulder,Informational,70,13,0.60,"Reviews, People also ask, Related searches"
where is monkey shoulder made,Informational,70,21,0.00,"AI Overview, Image pack, People also ask, Related searches"
3 monkey whiskey,Informational,50,5,0.27,"Sitelinks, Image pack, People also ask, Related searches"
mokey shoulder,"Informational, Navigational",50,28,0.36,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
money shoulder,"Informational, Commercial",50,28,0.32,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
monkey paw whiskey,Commercial,50,13,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches"
monkey scotch whiskey,Informational,50,10,0.29,"Sitelinks, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder blended,"Informational, Commercial",50,14,0.28,"AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
monkey shoulder cocktail,Informational,50,6,0.00,"AI Overview, Image, Image pack, Video, People also ask, Recipes, Related searches"
monkey shoulder old fashioned,Informational,50,14,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Recipes, Related searches"
monkey shoulder scotch cost,Commercial,50,5,0.00,"Sitelinks, People also ask, Related searches, Popular products"
monkey shoulder scotch price,Transactional,50,5,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
monkey shoulder scotch whisky price,Commercial,50,5,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
monkey shoulder tasting notes,Informational,50,7,0.00,"Sitelinks, AI Overview, Reviews, People also ask, Related searches"
monkey shoulder whiskey near me,Transactional,50,8,0.73,"Sitelinks, Image, People also ask, Local pack, Related searches, Popular products"
monkey shoulder whiskey nearby,Transactional,50,7,0.00,"People also ask, Local pack, Related searches, Popular products"
scotch monkey shoulder,"Navigational, Commercial",50,13,0.35,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
shoulder monkey price,Commercial,50,18,0.32,"Featured snippet, People also ask, Related searches, Popular products"
three monkey whiskey,"Informational, Commercial",50,5,0.27,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
3 monkeys scotch,Informational,40,9,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches"
cocktail monkey shoulder,Informational,40,4,0.00,"AI Overview, Image, Image pack, Video, People also ask, Recipes, Related searches, Popular products"
drink monkey shoulder,"Informational, Commercial",40,6,0.00,"AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
is monkey shoulder a good scotch,Commercial,40,4,0.00,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products"
is monkey shoulder whiskey good,"Informational, Commercial",40,6,0.00,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches"
