Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
ferrand 10 generations,Commercial,40,2,0.00,"Sitelinks, AI Overview, Reviews, Video carousel, Related searches, Popular products"
french gin distillery,Commercial,40,2,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
gin made in france,Commercial,40,5,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products"
pierre ferrand 1er cru de cognac,"Informational, Commercial",40,4,0.00,"Sitelinks, Image, Video, People also ask, Related searches, Popular products"
pierre ferrand cognac price,Transactional,40,5,0.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products"
pierre ferrand curaçao,Commercial,40,6,0.00,"Sitelinks, Reviews, Video, People also ask, Related searches, Popular products"
pierre ferrand dry orange curaçao,,40,,0.00,
pierre ferrand reserve cognac,Commercial,40,3,0.79,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
maison fernand,"Informational, Transactional",30,2,2.66,"Reviews, People also ask, Knowledge panel, Related searches"
pierre ferand,"Navigational, Commercial",30,12,1.28,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
pierre ferrand 10 generations,,30,,0.00,
pierre ferrand cognac reserve,,30,,0.00,
pierre ferrand yuzu,,30,,0.00,
1840 pierre ferrand,,20,,0.00,
1840 pierre ferrand cognac,,20,,0.00,
1er cru de cognac pierre ferrand,,20,,0.00,
best pierre ferrand cognac,,20,,0.00,
brandy pierre ferrand,,20,,0.00,
cognac ambre pierre ferrand,,20,,0.00,
cognac pierre ferrand 1840,,20,,0.00,
cognac pierre ferrand ambre,,20,,0.00,
cognac pierre ferrand grande champagne,,20,,0.00,
cognac pierre ferrand reserve,,20,,0.00,
cognac pierre ferrand selection des anges,,20,,0.00,
cointreau vs pierre ferrand,,20,,0.00,
curacao pierre ferrand,,20,,0.00,
dry curacao triple sec pierre ferrand,,20,,0.00,
ferrand pierre,,20,,0.00,
jean pierre ferrand,,20,,0.00,
maison pierre ferrand,,20,,0.00,
marché saint pierre clermont ferrand,,20,,0.00,
orange curacao pierre ferrand,,20,,0.00,
pierre cognac ferrand,,20,,0.00,
pierre ferrand 10 generations cognac,,20,,0.00,
pierre ferrand 10 generations cognac review,,20,,0.00,
pierre ferrand 10 generations review,,20,,0.00,
pierre ferrand 10th generation,,20,,0.00,
pierre ferrand 1840 cocktails,,20,,0.00,
pierre ferrand 1840 cognac review,,20,,0.00,
pierre ferrand 1840 formula cognac,,20,,0.00,
pierre ferrand 1840 original formula,,20,,0.00,
pierre ferrand 1840 price,,20,,0.00,
pierre ferrand 1840 review,,20,,0.00,
pierre ferrand 1840 vs ambre,,20,,0.00,
pierre ferrand 1840 vs hennessy,,20,,0.00,
pierre ferrand 1914,,20,,0.00,
pierre ferrand 1914 cognac price,,20,,0.00,
pierre ferrand 1972,,20,,0.00,
pierre ferrand 1er cru,,20,,0.00,
pierre ferrand 1er cru de cognac 1840,,20,,0.00,
pierre ferrand 1er cru de cognac ambre,,20,,0.00,
pierre ferrand 1er cru de cognac grande champagne,,20,,0.00,
pierre ferrand 1er cru de cognac reserve,,20,,0.00,
pierre ferrand 1er cru de cognac review,,20,,0.00,
pierre ferrand 1st cru cognac,,20,,0.00,
pierre ferrand 1st cru de cognac,,20,,0.00,
pierre ferrand abel,,20,,0.00,
pierre ferrand abel cognac,,20,,0.00,
pierre ferrand amber,,20,,0.00,
pierre ferrand ambre 1er cru de cognac,,20,,0.00,
pierre ferrand ambre 1er cru du cognac,,20,,0.00,
pierre ferrand ambre cognac review,,20,,0.00,
