Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
kentucky straight rye whiskey,Informational,1300,15,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
rye bourbon,"Informational, Commercial",1300,20,0.32,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products, Things to know"
rye whiskey sazerac,Informational,1300,29,0.34,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Things to know"
american rye whiskey,"Informational, Commercial",1000,9,0.43,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
good rye whiskey,"Informational, Commercial",1000,14,0.35,"Sitelinks, AI Overview, Image, Video, People also ask, Popular products"
high rye bourbons,Informational,1000,11,1.24,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
rye whisky,"Informational, Commercial",1000,26,0.44,"Sitelinks, AI Overview, Image, Image pack, Video, Short videos, People also ask, Related searches, Popular products, Things to know"
sazerac whiskey,"Informational, Transactional",1000,61,0.36,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Popular products"
what is a sazerac cocktail,Informational,1000,39,0.16,"Sitelinks, AI Overview, Reviews, Video, Short videos, People also ask, Recipes, Related searches"
bourbon or rye,"Informational, Commercial",880,16,0.01,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches"
rye alcohol brands,Commercial,880,26,0.32,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products"
rye liquor brands,"Informational, Commercial",880,36,0.31,"Sitelinks, Image, People also ask, Related searches, Popular products"
rye usa,Informational,880,50,0.60,"Image, Video, People also ask, Knowledge panel, Related searches"
sazerac whiskey rye,"Informational, Commercial",880,19,0.52,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Popular products, Things to know"
what is whiskey rye,Informational,880,17,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
100 rye whiskey,Commercial,720,15,1.19,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
kentucky rye whiskey,Informational,720,24,1.19,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches"
sirdavis american rye whisky,"Informational, Commercial",720,12,0.88,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products"
what is rye alcohol,Informational,720,20,0.02,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches"
whisky and rye,Navigational,720,46,0.35,"Sitelinks, Video, People also ask, Local pack, Knowledge panel, Related searches"
bourbon or rye whiskey for old fashioned,Informational,590,9,0.00,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
bulleit 12 year rye,Commercial,590,15,1.14,"Sitelinks, Reviews, Image, Video, People also ask, Related searches, Popular products"
bulleit 95 proof rye whiskey,Commercial,590,21,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
bulleit 95 rye,"Informational, Commercial",590,11,0.54,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Short videos, People also ask, Related searches, Popular products"
bulleit bourbon rye whiskey,"Informational, Commercial",590,18,0.57,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products"
bulliet rye,"Informational, Commercial",590,27,0.64,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
bullit rye,Commercial,590,16,0.64,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products"
high proof rye whiskey,Commercial,590,9,1.20,"Sitelinks, Reviews, Video, People also ask, Discussions and forums, Related searches, Popular products"
liquor rye,Commercial,590,29,0.35,"Sitelinks, AI Overview, Image, Video, People also ask, Popular products"
rye bulleit bourbon,Commercial,590,13,0.64,"Sitelinks, Video, Video carousel, People also ask, Related searches, Popular products"
rye liquor,"Informational, Commercial",590,28,0.32,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products, Things to know"
sazerac rye 100 proof,"Informational, Commercial",590,1,0.80,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
what is rye liquor,Informational,590,19,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
what is whiskey and rye,Informational,590,30,0.02,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
affordable rye whiskey,Commercial,480,8,0.38,"Sitelinks, Image, Video, Related searches, Popular products"
american rye whiskey awards,Informational,480,21,0.29,"AI Overview, Video, People also ask, Related searches"
best canadian rye whiskey,Commercial,480,15,0.58,"Sitelinks, AI Overview, Reviews, Image pack, Video, Short videos, People also ask, Related searches"
best rated rye whiskey,Commercial,480,19,0.32,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches"
best rye bourbon,Commercial,480,12,0.42,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
best rye for manhattan,Commercial,480,19,0.29,"Sitelinks, AI Overview, Video, People also ask, Related searches"
bulleit bourbon whisky,"Informational, Transactional",480,26,0.67,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products"
cheap rye whiskey,Commercial,480,9,1.13,"Sitelinks, Image, Video, People also ask, Related searches, Popular products"
difference between bourbon whiskey and rye,Informational,480,15,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
high rye mash bill bourbon,Informational,480,15,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
inexpensive rye whiskey,Commercial,480,7,0.38,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products"
limited edition rye whiskey,Commercial,480,3,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches, Popular products"
r y e,Informational,480,42,1.92,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
rye is whiskey from canada,Informational,480,35,0.65,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches"
sazarac rye,Informational,480,24,0.38,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Popular products, Things to know"
sazerac with whiskey,Informational,480,41,0.43,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Recipes, Related searches"
what is the difference between rye and bourbon,"Informational, Commercial",480,14,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
best rye for old fashioned,Commercial,390,23,0.30,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches"
best rye whiskey 2025,Commercial,390,22,0.28,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
bulleit rye bourbon,"Informational, Commercial",390,32,0.45,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Video carousel, Short videos, People also ask, Discussions and forums, Popular products, Things to know"
is rye whiskey gluten free,Informational,390,7,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches"
rye or bourbon,"Informational, Commercial",390,11,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
rye v bourbon,Informational,390,15,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
what is a sazerac,Informational,390,31,0.16,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
what's the difference between rye and bourbon,"Informational, Commercial",390,13,0.02,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
082000752967,Commercial,320,7,0.00,"Sitelinks, Reviews, Video, People also ask"
american rye whisky,Commercial,320,16,0.00,"Sitelinks, Reviews, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
best affordable rye whiskey,Commercial,320,13,0.26,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
best budget rye whiskey,Commercial,320,12,0.26,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
best rye for manhattan cocktail,Commercial,320,22,0.29,"Sitelinks, Video, People also ask, Related searches"
best rye whiskey for old fashioned,Commercial,320,18,0.31,"Sitelinks, AI Overview, Video, People also ask, Related searches"
best rye whiskeys,Commercial,320,14,0.32,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
best rye whisky,Commercial,320,11,0.32,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches"
bourbon vs rye whiskey,"Informational, Commercial",320,16,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
bourbon vs whiskey vs rye,Commercial,320,15,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
irish rye between $100 and $200,Informational,320,9,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
irish rye whiskey between $100 and $150,Commercial,320,3,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
