Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
angel's envy bourbon whiskey,"Navigational, Commercial",14800,21,0.38,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
bardstown bourbon,"Navigational, Commercial",14800,19,0.42,"Sitelinks, People also ask, Knowledge panel, Related searches, Popular products"
best bourbon 2025 blind tasting,Commercial,14800,25,0.00,"AI Overview, Video carousel, People also ask, Related searches, Popular products"
blanton's bourbon whiskey,Navigational,14800,32,0.81,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
bourbon and branch,"Informational, Navigational",14800,35,1.60,"Sitelinks, AI Overview, Reviews, Image, Local pack, Related searches"
bourbon cocktails,Informational,14800,30,0.38,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Recipes, Related searches, Things to know"
bourbon vs whiskey,Commercial,14800,25,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches"
bourbon whiskey kentucky straight,"Informational, Commercial",14800,23,1.09,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
buttermilk & bourbon - back bay,Navigational,14800,42,3.72,"Sitelinks, People also ask, Knowledge panel, Related searches"
buttermilk and bourbon,Navigational,14800,45,3.72,"Sitelinks, Local pack, Discussions and forums, Related searches"
daniel weller spelt wheat bourbon,Commercial,14800,8,0.00,"Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
jim beam the bourbon,"Informational, Commercial",14800,44,1.66,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
kentucky bourbon,"Informational, Commercial",14800,35,0.63,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Local pack, Discussions and forums, Related searches, Popular products, Things to know"
red fish grill bourbon street new orleans,"Navigational, Transactional",14800,44,0.46,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
whiskey bourbon jim beam,"Informational, Commercial",14800,32,1.66,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
115 bourbon st,"Navigational, Transactional",12100,37,0.00,"Sitelinks, Knowledge panel, Related searches"
115 bourbon street merrionette park,"Navigational, Transactional",12100,44,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
1792 reserve bourbon,"Informational, Commercial",12100,8,0.40,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
bardstown bourbon company,Navigational,12100,30,0.60,"Sitelinks, Reviews, Image, People also ask, Knowledge panel, Related searches"
blanton's bourbon barrel,"Informational, Commercial",12100,35,0.84,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products"
bones and bourbon scottsdale,Navigational,12100,38,0.34,"Sitelinks, AI Overview, People also ask, Local pack, Related searches"
booker's bourbon,"Informational, Commercial",12100,22,0.49,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
bourbon & bones chophouse bar,Navigational,12100,43,0.18,"Image, People also ask, Local pack, Related searches"
bourbon and beyond 2025,Informational,12100,44,0.00,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Related searches"
bourbon brands,"Informational, Commercial",12100,23,0.30,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
bourbon julep cocktail,Informational,12100,41,0.87,"AI Overview, Video, People also ask, Recipes, Related searches"
bourbon steak nashville,Navigational,12100,43,0.28,"Sitelinks, People also ask, Knowledge panel, Discussions and forums, Related searches"
bourbon trail,Navigational,12100,42,0.57,"Sitelinks, Reviews, Image pack, People also ask, Local pack, Related searches"
difference between bourbon and whiskey,Informational,12100,19,0.02,"Sitelinks, AI Overview, Image pack, Video carousel, Short videos, People also ask, Related searches"
horse soldier bourbon,"Informational, Navigational",12100,14,0.63,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products"
jim beam bourbon whiskey,Informational,12100,35,1.66,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
kash patel bourbon,Informational,12100,37,1.10,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
michter's bourbon,Navigational,12100,16,0.68,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
beyond bourbon,"Informational, Navigational",9900,45,0.62,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
booker's bourbon whiskey,"Informational, Commercial",9900,22,0.49,"Sitelinks, AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products"
bourbon and beyond 2026,Navigational,9900,19,0.67,"Sitelinks, Image pack, Related searches"
bourbon old fashioned,Informational,9900,36,0.81,"AI Overview, Image, People also ask, Recipes, Related searches"
buffalo trace bourbon cream,"Informational, Commercial",9900,12,0.23,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
burbon,"Informational, Commercial",9900,35,0.39,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products, Things to know"
cocktail old fashioned bourbon,Informational,9900,36,0.81,"AI Overview, Reviews, Image, People also ask, Knowledge panel, Recipes, Related searches, People also search"
elijah craig bourbon,Navigational,9900,17,0.47,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
evan williams bourbon,Navigational,9900,18,0.95,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
iles bourbon,Informational,9900,17,0.25,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
knob creek bourbon,Navigational,9900,48,1.15,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
single barrel bourbon,"Informational, Commercial",9900,12,0.60,"AI Overview, Reviews, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
tears of the left bourbon,Navigational,9900,,1.30,"Sitelinks, Video, Video carousel, People also ask, Related searches"
wheated bourbon,Informational,9900,13,0.29,"Sitelinks, AI Overview, People also ask, Related searches, Popular products, Things to know"
wild turkey bourbon,Navigational,9900,28,1.41,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
angels envy bourbon,"Informational, Navigational",8100,17,0.38,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, Short videos, People also ask, Related searches, Popular products, Things to know"
bison & bourbon brooklyn ny,Navigational,8100,31,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
bourbon and bones,Navigational,8100,22,0.34,"Sitelinks, Video carousel, Related searches"
bourbon trail map,Informational,8100,42,0.34,"Sitelinks, AI Overview, Image, People also ask, Related searches"
bourbons,Commercial,8100,24,0.39,"AI Overview, Image, Image pack, People also ask, Local pack, Related searches, Popular products, Things to know"
brick and bourbon,Navigational,8100,38,0.18,"Sitelinks, Local pack, Related searches"
brothers bond bourbon,Navigational,8100,35,0.50,"Sitelinks, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
doc holliday bourbon,Informational,8100,18,0.93,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
high rye bourbon,"Informational, Commercial",8100,7,1.24,"AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
king of kentucky bourbon,"Informational, Commercial",8100,22,0.69,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
larceny bourbon,"Navigational, Commercial",8100,7,0.47,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
maker's mark bourbon,"Informational, Navigational",8100,35,1.08,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, People also search, Popular products"
maker's mark bourbon whisky,"Informational, Navigational",8100,33,1.08,"Sitelinks, AI Overview, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products"
mihono bourbon,Informational,8100,42,0.00,"Sitelinks, AI Overview, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
old fashioned bourbon cocktail,Informational,8100,43,0.81,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Recipes, Related searches"
old forester birthday bourbon,"Informational, Commercial",8100,17,0.85,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
old forester bourbon,"Navigational, Commercial",8100,32,0.61,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
steak and bourbon,"Navigational, Transactional",8100,31,0.42,"Sitelinks, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
