Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
martell cognac vsop,Informational,6600,10,0.71,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
out in the cold: an alex martel thriller,"Informational, Transactional",6600,15,0.00,"Sitelinks, Reviews, Video, Knowledge panel"
marc martel,"Informational, Transactional",5400,57,0.48,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches"
martell cognac,"Informational, Navigational",5400,18,0.34,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
martell holt,Informational,5400,39,0.00,"Image, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
rick martel,"Informational, Transactional",5400,49,0.00,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
tate martell,Informational,5400,48,0.00,"Sitelinks, Image, Short videos, People also ask, Knowledge panel, Related searches"
diane martel,Informational,4400,53,0.00,"Image, Short videos, People also ask, Knowledge panel, Related searches, People also search"
martel,Informational,4400,68,0.00,"AI Overview, Reviews, Image pack, People also ask, Knowledge panel, Discussions and forums, Related searches"
martell cognac fondee en 1715 price,Transactional,4400,9,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
martell swift,"Informational, Commercial",4400,9,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
martell swift blue,"Informational, Commercial",4400,9,0.61,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Related searches, Popular products"
martell's tiki bar,"Navigational, Transactional",4400,35,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
cognac martell cognac,"Informational, Commercial",3600,17,0.34,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
martell cordon bleu,Informational,3600,22,0.73,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
wrestler sherri martel,"Informational, Transactional",3600,50,0.00,"Sitelinks, Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
arlene martel actress,"Informational, Transactional",2900,40,0.00,"Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
linda martell,Informational,2900,48,0.00,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search"
martel thompson,Informational,2900,27,0.00,"Image, People also ask, Knowledge panel, Related searches, People also search"
martells,Navigational,2900,39,0.59,"Sitelinks, Local pack, Related searches"
tasha martel,Informational,2900,38,0.00,"Image, People also ask, Knowledge panel, Related searches, People also search"
yann martel,Informational,2900,65,0.13,"Image, Short videos, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches"
arianne martell,Informational,2400,30,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
cordon bleu cognac,Informational,2400,12,0.75,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
marc martel singer,"Informational, Transactional",2400,60,0.48,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, People also search"
martell cordon bleu cognac 750ml,"Informational, Commercial",2400,12,0.00,"Sitelinks, AI Overview, Reviews, Image pack, People also ask, Knowledge panel, Related searches, Popular products"
martell liquor,Informational,2400,15,0.59,"Sitelinks, AI Overview, Image, Image pack, People also ask, Knowledge panel, Related searches, Popular products"
charles the hammer martel,Informational,1900,45,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
dan martell net worth,Informational,1900,17,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
death of oberyn martell,Informational,1900,26,0.00,"AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
doran martell,"Informational, Transactional",1900,41,0.00,"AI Overview, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
house martell,Informational,1900,30,0.00,"AI Overview, Image, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches"
marc martel.,Informational,1900,61,0.48,"Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
martell blueswift,Informational,1900,9,0.61,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
martell xo cognac,Informational,1900,6,0.70,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, Related searches, Popular products"
oberyn martell death,Informational,1900,26,0.00,"AI Overview, Image pack, Video carousel, People also ask, Related searches"
prince oberyn martell,Informational,1900,50,0.00,"Sitelinks, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
rick the model martel,"Informational, Transactional",1900,44,0.00,"Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
rylee martell,Informational,1900,30,0.00,"Image, Video, Video carousel, Short videos, Knowledge panel, Top stories"
yann martel writer,Informational,1900,57,0.13,"Sitelinks, Image, Short videos, People also ask, Knowledge panel, Related searches, People also search"
donna martell,Informational,1600,29,0.00,"Image, People also ask, Knowledge panel, Related searches, People also search"
doran nymeros martell,Informational,1600,29,0.00,"AI Overview, Image, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
martell swift cognac,Commercial,1600,8,0.00,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
oberyn martell actor,Informational,1600,70,0.00,"AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
prince martell,Informational,1600,56,0.00,"Sitelinks, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
trystane martell,Informational,1600,48,0.00,"AI Overview, Image, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search"
verne martell,Informational,1600,24,0.00,"Image, People also ask, Knowledge panel, Related searches, People also search"
actor oberyn martell,Informational,1300,70,0.00,"AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
angela martell,Informational,1300,32,0.00,"Image, People also ask, Knowledge panel, Related searches"
ellia martell,"Informational, Transactional",1300,29,0.00,"Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
game of thrones oberyn martell death,Informational,1300,25,0.00,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
got trystane martell,"Informational, Transactional",1300,50,0.00,"AI Overview, Image, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search"
karl martell,Informational,1300,41,0.00,"Image, Video, People also ask, Knowledge panel, Related searches, People also search"
lucrecia martel,Informational,1300,47,0.00,"Image, Video, Short videos, People also ask, Knowledge panel, Related searches, People also search"
marc martel:,Informational,1300,60,0.48,"Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
martel recycling,Informational,1300,21,0.00,"Video, People also ask, Knowledge panel, Related searches"
martell holt car accident,Informational,1300,26,0.00,"People also ask, Related searches"
martells tiki bar,Navigational,1300,34,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
oberyn martell dies,Informational,1300,32,0.00,"AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
oberyn martell the red viper,Informational,1300,52,0.00,"Sitelinks, AI Overview, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
sherri martel nude,Informational,1300,17,0.00,People also ask
yann martel books,"Informational, Commercial",1300,20,0.11,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
arlene martel nude,Informational,1000,19,0.00,People also ask
christiane martel,"Informational, Transactional",1000,36,0.00,"Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search"
farella braun martel,Navigational,1000,25,6.37,"Sitelinks, People also ask, Local pack, Related searches"
hansen onion martell funeral home obituaries,Navigational,1000,4,0.00,Related searches
marrtel,Navigational,1000,8,0.00,
martel recycling center,Informational,1000,20,0.00,"AI Overview, Video, People also ask, Knowledge panel, Related searches"
martell blue swift price,Transactional,1000,7,0.42,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
martell cognac blue swift,"Informational, Commercial",1000,5,0.61,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Related searches, Popular products"
martell forest,Informational,1000,28,0.00,"Reviews, Image, Image pack, Video, Video carousel, People also ask, Local pack, Related searches"
martell got,Informational,1000,61,0.00,"AI Overview, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
martell webster,Informational,1000,37,0.00,"People also ask, Knowledge panel, Related searches, People also search"
martels,Informational,1000,19,0.00,"Sitelinks, AI Overview, Reviews, Image, Related searches"
oberon martel,Informational,1000,50,0.00,"Sitelinks, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
quentyn martell,Informational,1000,27,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
arlene martel.,Informational,880,41,0.00,"Video, People also ask, Knowledge panel, Related searches, People also search"
aurora de martel,"Informational, Transactional",880,28,0.00,"AI Overview, Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
catherine martell,"Informational, Transactional",880,29,0.00,"Image, Video, People also ask, Knowledge panel, Related searches, People also search"
christian martell,Informational,880,29,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
elia martel,Informational,880,29,0.00,"Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
jaeden martell wife,Informational,880,34,0.00,"Image pack, Video, People also ask, Related searches"
martel charles,Informational,880,40,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
martel eye medical group,Informational,880,22,0.00,"Knowledge panel, Related searches"
martel plumbing,Navigational,880,51,5.01,"Sitelinks, Reviews, People also ask, Local pack, Related searches"
martel plumbing and heating,Navigational,880,46,5.34,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel plumbing nh,Navigational,880,27,5.34,"Sitelinks, Knowledge panel, Related searches"
martell cognac xo,Commercial,880,7,0.84,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
martell game of thrones,Informational,880,63,0.00,"Sitelinks, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
martell holt net worth,Informational,880,18,0.00,"Sitelinks, AI Overview, Image, People also ask, Related searches"
martell vs,Commercial,880,9,0.57,"Image pack, Video, People also ask, Related searches, Popular products"
martells in game of thrones,Informational,880,56,0.00,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
martells kalamazoo,Navigational,880,34,0.87,"Sitelinks, Knowledge panel, Related searches"
arlene martell,Informational,720,43,0.00,"Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
carl martel,Informational,720,38,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
catherine martell twin peaks,"Informational, Transactional",720,27,0.00,"Sitelinks, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
charles martels,Informational,720,42,0.00,"AI Overview, Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
cynthia martells,Informational,720,25,0.00,"Image, People also ask, Knowledge panel, People also search"
dan martel,Informational,720,67,7.81,"Image, Video carousel, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, People also search"
game of thrones oberyn martell,"Informational, Transactional",720,50,0.00,"Sitelinks, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
gloria martel,Informational,720,28,0.00,"People also ask, Knowledge panel, Related searches, People also search"
got doran martell,Informational,720,39,0.00,"Sitelinks, AI Overview, Image, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
hansen onion martell,Navigational,720,37,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
jaden martell,Informational,720,53,0.00,"Image, Short videos, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, People also search"
jaeden martell 2025,Informational,720,26,0.00,"AI Overview, Image, Image pack, Video carousel, People also ask, Related searches"
life of pi yann martel,Informational,720,30,0.76,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
liisa repo-martell,Informational,720,29,0.00,"Video carousel, People also ask, Knowledge panel, Related searches, People also search"
mark martel,Informational,720,61,0.48,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, People also search"
martel bistro & bar,"Navigational, Transactional",720,26,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel stone,Informational,720,26,0.00,"Image, Image pack, Video, People also ask, Related searches"
martell cordon bleu cognac,Informational,720,10,0.78,"Sitelinks, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
martell's restaurant kalamazoo,"Navigational, Transactional",720,35,0.87,"Sitelinks, People also ask, Knowledge panel, Related searches"
myriah martell,"Informational, Transactional",720,28,0.00,"Image, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
oberyn martell game of thrones,"Informational, Transactional",720,53,0.00,"Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
sensational sherri martel,"Informational, Transactional",720,43,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
sheri martel,"Informational, Transactional",720,43,0.00,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
tate martell sister,Informational,720,26,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
wrestler rick martel,"Informational, Transactional",720,40,0.00,"Sitelinks, Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches"
yann martel life of pi,Informational,720,27,0.60,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
cognac martell,"Navigational, Commercial",590,9,0.34,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
cordon bleu martell,Informational,590,10,0.73,"Sitelinks, AI Overview, Image pack, People also ask, Knowledge panel, Related searches, Popular products"
dan martell age,Informational,590,22,0.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
dan martell book,Informational,590,20,0.42,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches"
derrick martell rose,Informational,590,35,0.00,"Image, Video, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches, People also search"
ellia martel,"Informational, Transactional",590,28,0.00,"Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about"
farella braun and martel,Navigational,590,23,7.97,"Sitelinks, People also ask, Knowledge panel, Related searches"
game of thrones martell,"Informational, Transactional",590,60,0.00,"Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
k.c. martel,Informational,590,28,0.00,"People also ask, Knowledge panel, Related searches, People also search"
marc martel tour,Informational,590,17,0.28,"Image, Video carousel, People also ask, Discussions and forums, Related searches"
mark martell,Informational,590,61,0.48,"Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
martel fairfield,"Navigational, Transactional",590,34,1.56,"Sitelinks, Knowledge panel, Related searches"
martel's pizza murphysboro illinois,"Navigational, Transactional",590,31,0.00,"Sitelinks, Reviews, People also ask, Knowledge panel, Related searches"
martell drinks,"Informational, Navigational",590,9,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
martell elementary,Navigational,590,19,0.00,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches"
martell lane,Informational,590,34,0.00,"Image, Knowledge panel, Related searches, People also search"
martell tiki bar,Navigational,590,36,0.00,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches"
martell vs cognac,Commercial,590,8,0.60,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
martell's at the red fox,"Navigational, Transactional",590,40,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
oberyn martel,Informational,590,50,0.00,"Sitelinks, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
oberyn martell's,Informational,590,44,0.00,"Sitelinks, Image, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
pete martell,Informational,590,38,0.00,"AI Overview, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
wilson martell-lebron,Informational,590,30,0.00,Video
best way to drink martell cognac,Informational,480,6,0.00,"Sitelinks, AI Overview, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
dan martell wife,Informational,480,25,0.00,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
elia martell game of thrones,Informational,480,24,0.00,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Related searches"
hansen onion martell funeral home,Navigational,480,36,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
lenox martell,Navigational,480,34,8.67,"Sitelinks, Knowledge panel, Related searches"
martel bistro and bar,"Navigational, Transactional",480,21,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel construction,Navigational,480,30,10.37,"Sitelinks, People also ask, Local pack, Related searches"
martel eye group,Informational,480,23,0.00,"Image, People also ask, Knowledge panel, Related searches"
martel hight,Informational,480,24,0.00,"Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
martel holt,"Informational, Transactional",480,38,0.00,"Image, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
martel music,Navigational,480,16,1.87,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel music store,Navigational,480,25,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel restaurant fairfield ct,"Navigational, Transactional",480,32,1.56,"Sitelinks, People also ask, Knowledge panel, Related searches"
martel's pizza,Navigational,480,35,0.00,"Sitelinks, People also ask, Local pack, Related searches"
martel's restaurant at capital hills,"Navigational, Transactional",480,33,0.00,"Sitelinks, Reviews, People also ask, Knowledge panel, Related searches"
martell cognac vs,Commercial,480,7,0.57,"AI Overview, Image pack, People also ask, Related searches, Popular products"
martell cordon bleu extra sale,Transactional,480,3,0.00,"Sitelinks, Reviews, People also ask, Related searches, Popular products"
martell derouen,Informational,480,29,0.00,"Image, Image pack, Video carousel, Short videos, People also ask, Related searches"
martell ventures,Navigational,480,39,11.24,"Sitelinks, People also ask, Knowledge panel, Related searches"
martell's menu,Informational,480,23,0.00,"Image pack, People also ask, Related searches"
martell's restaurant menu,Transactional,480,26,0.00,"People also ask, Local pack, Related searches"
martells game of thrones,Informational,480,35,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches"
martells kalamazoo menu,Transactional,480,12,0.00,"People also ask, Knowledge panel, Related searches"
oberyn martell vs the mountain,Commercial,480,24,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
oberyn martell wife,Informational,480,30,0.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
pete martell twin peaks,"Informational, Transactional",480,27,0.00,"Sitelinks, AI Overview, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
rick martel wrestler,"Informational, Transactional",480,43,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
rosca martelo,Informational,480,23,0.00,"Image pack, Video, Short videos, Related searches"
rylee martell nude,Informational,480,48,0.00,
vince martell,Informational,480,32,0.00,"Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
who is dan martell,Informational,480,60,5.64,"AI Overview, Image, Image pack, Video carousel, People also ask, Related searches"
who was charles martel,Informational,480,37,0.00,"Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
wilson martell lebron,Informational,480,24,0.00,"Image pack, Video"
annie martell today,Informational,390,25,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
dan martell books,"Informational, Commercial",390,20,0.50,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products"
daniel martell,"Informational, Transactional",390,27,0.00,Video carousel
diane martell,Informational,390,51,0.00,"Image, Video, People also ask, Knowledge panel, Related searches, People also search"
doran martel,Informational,390,39,0.00,"AI Overview, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search"
