Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
cuánto cuesta el whisky macallan,"Informational, Commercial",20,3,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
cuánto cuesta una botella de macallan,Commercial,20,9,0.00,"Sitelinks, Video, People also ask, Related searches, Popular products"
cuánto vale el whisky macallan,"Informational, Commercial",20,6,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
cuánto vale una botella de whisky macallan,,20,,0.00,
de donde es el macallan,Informational,20,8,0.00,"AI Overview, Video carousel, People also ask, Related searches"
de donde es el whiskey macallan,Informational,20,9,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
de donde es el whisky macallan,Informational,20,11,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
de donde es macallan,Informational,20,9,0.00,"AI Overview, Video carousel, People also ask, Related searches"
does costco sell macallan,Informational,20,21,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
does costco sell macallan 12,Transactional,20,19,0.00,"Sitelinks, Reviews, Video, People also ask, Related searches"
does costco sell macallan 18,,20,,0.00,
does macallan 18 increase in value,Informational,20,0,0.00,"Sitelinks, Video carousel, People also ask, Discussions and forums, Related searches"
does macallan increase in value,"Informational, Transactional",20,0,0.00,"Sitelinks, Video carousel, People also ask, Related searches"
does macallan make bourbon,Informational,20,4,0.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
does macallan use caramel coloring,Informational,20,7,0.00,"AI Overview, Video, People also ask, Discussions and forums, Related searches"
es macallan,"Informational, Transactional",20,,0.00,"Sitelinks, Video, People also ask, Related searches, Popular products"
how do you drink macallan scotch,Informational,20,5,0.00,"AI Overview, Video carousel, Short videos, People also ask, Discussions and forums, Related searches"
how do you pronounce macallan,Informational,20,21,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
how do you pronounce macallan whiskey,Informational,20,23,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
how i met your mother macallan,Informational,20,20,0.00,"Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
how is macallan whiskey made,Informational,20,,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
how long is macallan rare cask aged,Informational,20,,0.00,"AI Overview, Reviews, People also ask, Related searches"
how many bottles of macallan edition 1 were made,Informational,20,,0.00,"Sitelinks, People also ask, Related searches"
how many bottles of macallan time space mastery,Informational,20,7,0.00,"Sitelinks, People also ask, Discussions and forums, Related searches"
how many calories in macallan 12,Informational,20,6,0.00,"AI Overview, Reviews, People also ask, Related searches"
how many carbs in macallan 12,Informational,20,5,0.00,"Reviews, People also ask, Related searches"
how many years is macallan rare cask aged,Informational,20,7,0.00,"AI Overview, Reviews, Video, People also ask, Related searches"
how much does a bottle of macallan 12 cost,"Informational, Commercial",20,1,0.00,"Sitelinks, Video, People also ask, Related searches, Popular products"
how much does a bottle of macallan 18 cost,"Informational, Commercial",20,15,0.41,"Sitelinks, Video, People also ask, Related searches, Popular products"
how much does a bottle of macallan 25 cost,Informational,20,9,0.37,"Sitelinks, Video, People also ask, Related searches, Popular products"
how much does a bottle of macallan 36 cost,Informational,20,1,0.00,"Sitelinks, Reviews, People also ask, Related searches"
how much does a bottle of macallan cost,"Informational, Commercial",20,,0.34,"Sitelinks, Video, People also ask, Related searches, Popular products"
how much does a glass of macallan 18 cost,Commercial,20,8,0.00,"Sitelinks, Video, People also ask, Related searches"
how much does a glass of macallan 25 cost,Informational,20,9,0.00,"Sitelinks, People also ask, Related searches"
how much does a shot of macallan 25 cost,Informational,20,12,0.00,"Sitelinks, Video, People also ask, Related searches"
