Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
cognac louis 13 remy martin,Informational,480,13,0.51,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
cognac remy martin,"Informational, Navigational",480,37,0.43,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
louis 13 remy martin cognac,Commercial,480,19,0.45,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
louis remy martin cognac,"Informational, Commercial",480,15,0.51,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
price remy martin vsop,Transactional,480,17,0.48,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
remmy alcohol,Informational,480,25,1.41,"Sitelinks, AI Overview, Image pack, Video, Related searches, Popular products"
remy martin 13 cognac,"Informational, Commercial",480,16,0.51,"Sitelinks, AI Overview, Reviews, Image pack, People also ask, Related searches, Popular products"
remy martin basketball,Informational,480,17,0.00,"Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
remy martin champagne,Informational,480,19,0.78,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
remy martin grand cru,Informational,480,8,1.13,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
remy martin liquor,"Navigational, Commercial",480,21,1.57,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
remy martin louis xiii cognac,Informational,480,18,0.51,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
remy martin precio,"Informational, Commercial",480,16,0.00,"Sitelinks, Reviews, Image pack, People also ask, Related searches, Popular products"
remy martin vsop 750ml price,Transactional,480,14,0.70,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
remy martin vsop fine champagne cognac,"Informational, Commercial",480,11,0.75,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
remy martin xiii,"Navigational, Commercial",480,19,0.47,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
remy v,Informational,480,7,0.95,"Sitelinks, AI Overview, Reviews, Image pack, Video carousel, People also ask, Related searches, Popular products"
remy xo cognac,"Informational, Commercial",480,15,0.70,"AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
1738 remy martin cost,"Informational, Commercial",390,13,0.55,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
how much is remy martin worth,"Informational, Commercial",390,10,0.00,"AI Overview, Reviews, Image, Image pack, Video, People also ask, Popular products"
how much remy martin worth,"Informational, Commercial",390,32,0.00,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products"
liter remy,Commercial,390,7,0.00,"Sitelinks, People also ask, Related searches, Popular products"
louis x111 remy martin,Navigational,390,20,0.47,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
martin brand of cognac,"Informational, Commercial",390,8,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
remi alcohol,"Informational, Navigational",390,29,1.41,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, People also search, Popular products"
remy martin 1738 cognac,Informational,390,24,0.71,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
remy martin 1738 price 750ml,Transactional,390,14,0.61,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
remy martin alcohol,"Navigational, Commercial",390,26,1.55,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
remy martin cognac price,Transactional,390,7,0.38,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
remy martin logo,Navigational,390,19,0.00,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
remy martin v,Informational,390,11,1.08,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
remy martin vs,Commercial,390,18,1.08,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
remy martin xo cost,"Informational, Commercial",390,9,0.50,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products"
remy.martin louis 13,"Informational, Commercial",390,17,0.47,"Sitelinks, AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products"
remymartin,Navigational,390,40,0.94,"Sitelinks, Image pack, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products"
rémy martin xo cognac,Commercial,390,8,0.86,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
cognac louis xiii remy martin,"Informational, Commercial",320,11,0.47,"Sitelinks, AI Overview, Image pack, Video, Related searches, Popular products"
louis 13 remy martin,Navigational,320,22,0.47,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products"
