Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
oban scotch whiskey,"Informational, Commercial",1300,22,0.46,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
oban single malt scotch,"Informational, Commercial",1300,20,0.40,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
oban whisky,"Navigational, Commercial",1300,24,0.49,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches, People also search, Popular products"
oban 14 year,Informational,1000,12,0.44,"AI Overview, Reviews, Image, People also ask, Related searches, Popular products"
oban inn,"Navigational, Transactional",1000,40,1.05,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
oban shafts,"Navigational, Commercial",1000,15,1.24,"Sitelinks, People also ask, Related searches, Popular products"
oban.,Informational,1000,33,0.75,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
oban 18,"Informational, Commercial",880,11,1.51,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
oban single malt 14,"Informational, Commercial",880,11,0.43,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
oban star,"Informational, Transactional",880,55,0.00,"Reviews, Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
hotels in oban scotland,Transactional,720,21,2.37,"Sitelinks, Reviews, Image, People also ask, Hotels pack, Related searches"
oban inn canada,Navigational,720,39,1.05,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
oban inn niagara on the lake,"Navigational, Transactional",720,34,1.05,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
oban single malt,"Informational, Commercial",720,20,0.45,"Sitelinks, AI Overview, Reviews, Image pack, Video carousel, People also ask, Related searches, Popular products"
oban single malt 18,Commercial,720,9,1.17,"Sitelinks, Reviews, Video carousel, People also ask, Related searches, Popular products"
perle oban hotel our hotels brand,"Informational, Transactional",720,20,0.00,"Sitelinks, Reviews, People also ask, Knowledge panel, Hotels pack, Related searches"
oban bay hotel,"Informational, Navigational",590,32,1.60,"Reviews, Image, People also ask, Knowledge panel, Related searches"
oban golf shafts,"Navigational, Commercial",590,12,1.24,"Sitelinks, People also ask, Related searches, Popular products"
oban hotels,Transactional,590,22,2.31,"Sitelinks, Reviews, Image, People also ask, Hotels pack, Related searches"
oban inn hotel,"Navigational, Transactional",590,34,1.05,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
hotels in oban,Transactional,480,33,2.31,"Reviews, Image, People also ask, Hotels pack, Related searches"
oban city,Informational,480,31,1.12,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search, Things to know"
oban distillers edition,Commercial,480,6,0.74,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
oban elliot,Informational,480,43,0.00,"Image, Video, Video carousel, People also ask, Discussions and forums, Related searches"
oban inn niagara,"Navigational, Transactional",480,34,1.05,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
oban kiyoshi gold shaft,Commercial,480,2,0.00,"Image, Image pack, People also ask, Related searches, Popular products"
oban racers,"Informational, Transactional",480,51,0.00,"Reviews, Image, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
oban whisky 14,Commercial,480,10,0.43,"Reviews, Image pack, People also ask, Related searches, Popular products"
obana,Informational,480,12,0.00,"Reviews, Image pack, Knowledge panel, Related searches"
connel oban,Informational,390,13,0.00,"Image, People also ask, Knowledge panel, Related searches, People also search, Things to know"
connel oban scotland,Informational,390,14,0.00,"People also ask, Knowledge panel, Related searches, People also search, Things to know"
dunstaffnage castle oban,"Informational, Transactional",390,19,0.00,"Reviews, Image, Video, Short videos, People also ask, Knowledge panel, Related searches"
oban 15,Commercial,390,8,0.94,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
oban bay hotel oban,"Navigational, Transactional",390,31,1.60,"Sitelinks, Reviews, People also ask, Knowledge panel, Related searches"
oban distillery scotland,"Informational, Transactional",390,23,1.71,"Reviews, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches"
oban hotel,Transactional,390,59,2.37,"Reviews, Image, People also ask, Hotels pack, Discussions and forums, Related searches"
oban single malt distillers edition,Commercial,390,3,0.71,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products"
oban town,Informational,390,31,0.75,"Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search, Things to know"
perle oban hotel,"Informational, Transactional",390,26,2.25,"Reviews, Image, Image pack, Knowledge panel, Hotels pack, Related searches"
things to do in oban,Informational,390,13,0.27,"Sitelinks, AI Overview, Image, People also ask, Related searches"
things to do in oban scotland,Informational,390,13,0.23,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
dunollie castle oban,Navigational,320,19,0.00,"Sitelinks, Short videos, People also ask, Knowledge panel, Related searches"
dunstaffnage castle oban scotland,"Informational, Transactional",320,19,0.00,"Sitelinks, Reviews, Video, Short videos, People also ask, Knowledge panel, Related searches"
mccaig's tower oban,Informational,320,25,0.00,"Sitelinks, Reviews, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Related searches"
oban distillery tour,"Informational, Transactional",320,18,2.81,"Reviews, Image, Video carousel, People also ask, Knowledge panel, Related searches"
oban kiyoshi white launch spin,Commercial,320,1,0.00,"People also ask, Discussions and forums, Related searches, Popular products"
oban restaurants,Commercial,320,26,0.05,"Sitelinks, Local pack, Related searches"
oban scotland tourist attractions,Informational,320,13,0.23,"Sitelinks, People also ask, Discussions and forums, Related searches"
oban shaft golf,"Navigational, Commercial",320,8,1.24,"Sitelinks, Video carousel, People also ask, Related searches, Popular products"
oban star racer,"Informational, Transactional",320,35,0.00,"Reviews, Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
oban things to see,Informational,320,13,0.23,"Sitelinks, Image, Video, People also ask, Related searches"
oban to mull ferry,"Informational, Transactional",320,22,0.70,"Image, Video, People also ask, Discussions and forums, Related searches"
oban united kingdom,Informational,320,24,1.12,"AI Overview, Image, Image pack, Video carousel, People also ask, Knowledge panel, Related searches, People also search, Things to know"
oban weather,Informational,320,28,0.00,"Instant answer, People also ask, Related searches"
oban whisky little bay,Commercial,320,5,0.53,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, Popular products"
perle oban hotel scotland,"Informational, Transactional",320,25,2.25,"People also ask, Knowledge panel, Hotels pack, Discussions and forums, Related searches"
stuff to do in oban,Informational,320,13,0.23,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
things to see and do in oban,Informational,320,12,0.23,"Sitelinks, AI Overview, Video, People also ask, Related searches"
weather scotland oban,Informational,320,28,0.00,"Instant answer, People also ask, Related searches"
dungallan country house oban,"Navigational, Transactional",260,35,2.30,"Sitelinks, Short videos, Knowledge panel, Related searches"
eeusk fish restaurant oban,"Navigational, Transactional",260,27,0.00,"Sitelinks, People also ask, Knowledge panel, Related searches"
glasgow to oban,Informational,260,16,0.75,"Sitelinks, Image, Video, People also ask, Related searches"
hotels oban,Transactional,260,22,2.82,"Sitelinks, Reviews, Image, People also ask, Hotels pack, Related searches"
kerrera island oban,Informational,260,21,0.00,"Sitelinks, Reviews, Image, People also ask, Knowledge panel, Related searches, People also search"
mccaig's tower oban scotland,"Informational, Transactional",260,27,0.00,"Sitelinks, Reviews, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Related searches"
oban 14 review,Commercial,260,8,0.00,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches"
oban 14 scotch,"Informational, Commercial",260,13,0.53,"AI Overview, Reviews, Image, People also ask, Related searches, Popular products"
oban 15 cask strength,Commercial,260,6,0.92,"AI Overview, Image, Video, People also ask, Related searches, Popular products"
oban bay hotel oban scotland,"Navigational, Transactional",260,30,1.71,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches"
oban golf shaft,"Navigational, Commercial",260,11,1.41,"Sitelinks, People also ask, Related searches, Popular products"
oban little bay single malt,"Informational, Commercial",260,2,0.33,"AI Overview, Image, People also ask, Related searches, Popular products"
oban scotland hotels,Transactional,260,21,2.31,"Sitelinks, Reviews, Image, People also ask, Hotels pack, Related searches"
oban what to see,Informational,260,13,0.27,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
oban whisky 18,Commercial,260,8,1.17,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches"
perle oban,"Navigational, Transactional",260,28,2.43,"Sitelinks, People also ask, Knowledge panel, Hotels pack, Related searches"
restaurants in oban scotland,Commercial,260,24,0.05,"Image, People also ask, Local pack, Related searches"
restaurants in oban uk,Commercial,260,12,0.05,"Sitelinks, People also ask, Local pack, Related searches"
restaurants oban uk,Commercial,260,24,0.05,"People also ask, Local pack, Related searches"
weather in oban scotland,Informational,260,27,0.00,"Instant answer, People also ask, Related searches"
weather in oban uk,Informational,260,26,0.00,"Instant answer, People also ask, Related searches"
weather oban scotland,Informational,260,28,0.00,"Instant answer, Image pack, People also ask, Related searches"
