Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
heaven hill bourbon whiskey,"Informational, Commercial",720,"0.79,0.55,1.00,0.14,0.10,0.07,0.14,0.00,0.10,0.10,0.14,0.14",55,0.94,0.93,"AI Overview, Image pack, People also ask, Related searches, Popular products",190
heaven hill grain to glass rye,Commercial,720,"0.73,0.73,0.89,0.58,0.73,0.89,1.00,0.73,0.58,0.48,0.48,0.58",13,0.89,0.97,"Sitelinks, AI Overview, Reviews, Image, People also ask, Related searches, Popular products",188
heaven hill springs distillery,Navigational,720,"0.24,0.36,0.36,1.00,0.45,0.45,0.36,0.30,0.36,0.45,0.55,0.62",27,1.35,0.04,"Sitelinks, People also ask, Knowledge panel, Related searches",168
heaven's hill distillery,Navigational,720,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",42,1.18,0.06,"Sitelinks, Reviews, People also ask, Local pack, Knowledge panel, Related searches, People also search",123
high-end spirits,Commercial,720,"0.00,0.00,0.00,0.00,0.68,0.00,1.00,0.68,0.68,0.84,0.84,0.68",17,1.26,0.38,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",203
horse heaven hills vet,Navigational,720,"0.59,1.00,0.59,0.73,1.00,0.32,0.49,1.00,1.00,0.73,0.73,1.00",7,0.14,0.14,"Sitelinks, Knowledge panel, Related searches",166
whiskey hill,Navigational,720,"0.82,0.82,1.00,0.67,0.67,0.54,0.82,0.67,0.67,0.82,0.67,0.82",36,0.00,0.01,"Sitelinks, Reviews, Local pack, Related searches",178
distilleries in bardstown,Commercial,590,"0.13,0.17,0.13,0.30,0.13,0.04,0.22,0.83,0.09,1.00,0.09,0.17",44,0.68,0.26,"Reviews, Image, People also ask, Local pack, Discussions and forums, Related searches",136
elijah craig distillery,Informational,590,"1.00,0.82,0.82,0.82,0.82,0.65,0.65,0.65,0.65,0.65,0.65,0.65",41,1.27,0.09,"Sitelinks, AI Overview, Reviews, Image, People also ask, Knowledge panel, Related searches, Popular products",174
heaven hill 22 year msrp,"Informational, Commercial",590,"0.01,0.72,1.00,1.00",7,1.33,1.00,"AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",191
heaven hill 90th anniversary msrp,Commercial,590,"0.00,0.00,0.00,0.00,0.00,0.24,1.00,0.66,0.41,0.30,0.13,0.16",12,1.58,0.75,"AI Overview, Reviews, People also ask, Related searches, Popular products",177
heaven hill bourbon 90th anniversary edition 107pr 750ml,Commercial,590,"1.00,0.00,0.00,0.00,0.00,0.00",10,0.00,0.00,"Sitelinks, Reviews, People also ask, Related searches",385
heaven hill careers,Commercial,590,"0.82,1.00,0.82,0.67,1.00,0.67,0.67,0.55,0.55,0.55,0.55,0.55",20,0.34,0.02,"Sitelinks, People also ask, Jobs, Related searches",109
heaven hill grain to glass bourbon,Commercial,590,"1.00,0.20,0.24,0.24,0.20,0.30,0.81,0.55,0.16,0.10,0.13,0.30",18,1.08,0.84,"Sitelinks, Reviews, People also ask, Related searches, Popular products",189
heaven hill grain to glass wheated,"Informational, Commercial",590,"0.36,0.24,0.24,0.36,0.67,0.76,1.00,0.55,0.36,0.36,0.30,0.36",11,1.13,1.00,"Sitelinks, AI Overview, Reviews, Image, People also ask, Related searches, Popular products",193
horse heaven hills ava,Informational,590,"0.44,0.67,0.55,0.82,0.36,0.67,1.00,0.67,0.67,0.82,1.00,1.00",18,1.42,0.01,"AI Overview, Image, Image pack, People also ask, Related searches",129
kentucky deluxe whiskey,Informational,590,"0.44,0.44,0.54,0.67,0.67,0.81,1.00,0.67,0.67,0.54,0.54,0.54",5,1.41,0.98,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",191
white hills distillery,Navigational,590,"0.72,0.88,0.88,1.00,1.00,0.88,0.59,0.17,0.17,0.21,0.26,0.48",33,0.00,0.01,"Sitelinks, Video, Knowledge panel, Related searches",109
bourbon distillery in louisville,Commercial,480,"1.00,1.00,0.35,0.52,0.52,0.65,0.42,0.52,0.52,0.81,0.81,0.65",40,0.51,0.34,"Image, People also ask, Local pack, Discussions and forums, Related searches",205
distillery louisville ky,Commercial,480,"0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.52,0.65,0.65,0.65",62,0.55,0.39,"Reviews, People also ask, Local pack, Related searches",136
havenhill,Commercial,480,"0.16,0.08,0.30,0.36,0.10,0.10,0.08,1.00,0.45,0.08,0.45,0.81",24,2.54,0.05,"Reviews, Image, Image pack, Local pack, Related searches",318000
heaven hill 90th,Commercial,480,"0.00,0.00,0.00,0.00,0.00,0.16,1.00,0.68,0.52,0.31,0.20,0.16",17,1.27,1.00,"AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",184
heaven hill bottled in bond review,Commercial,480,"1.00,0.81,0.81,0.81,0.65,0.81,1.00,0.65,0.42,0.42,0.65,0.52",18,2.46,0.13,"AI Overview, Reviews, Video carousel, People also ask, Related searches",180
heaven hill bourbon 90th anniversary edition 107pr 750ml price,Commercial,480,"1.00,0.00,0.00,0.00,0.00,0.00",4,0.00,0.00,"Sitelinks, Image, People also ask, Related searches",400
heaven hill distilleries inc,Navigational,480,"0.45,0.45,0.45,1.00,0.30,0.55,0.76,0.00,0.13,0.13,0.16,0.20",40,1.29,0.05,"Sitelinks, People also ask, Related searches",
heaven hill jobs,Commercial,480,"0.80,1.00,0.80,0.80,1.00,0.80,0.67,1.00,0.80,0.80,0.67,0.67",20,0.34,0.02,"People also ask, Jobs, Related searches",112
horse heaven hills kennewick,Commercial,480,"0.13,0.07,0.11,1.00,0.07,0.05,0.03,0.68,0.20,0.31,0.25,0.16",15,0.00,0.02,"Sitelinks, Reviews, Image, People also ask, Local pack, Related searches",106
horse heaven hills middle school,Navigational,480,"0.37,0.06,1.00,1.00,0.05,0.05,0.56,0.00,0.56,0.01,0.56,0.44",20,0.00,0.00,"Sitelinks, Knowledge panel, Related searches",88
louisville ky distilleries,Commercial,480,"0.68,0.84,1.00,0.68,0.68,0.35,0.43,0.84,0.43,0.43,0.35,0.43",42,0.55,0.39,"Reviews, People also ask, Local pack, Discussions and forums, Related searches",151
montague distillery,Informational,480,"0.00,0.02,0.00,0.10,0.54,1.00,0.41,0.24,0.16,0.04,0.05,0.05",26,0.00,0.03,"AI Overview, Image pack, People also ask, Related searches",107
pizza heaven drexel hill,"Navigational, Transactional",480,"1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",27,1.24,0.04,"Sitelinks, People also ask, Knowledge panel, Related searches",107
the holy hills of heaven call me,"Informational, Transactional",480,"0.66,0.81,0.81,0.66,0.54,0.66,0.66,1.00,1.00,0.81,1.00,1.00",26,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",104
who makes elijah craig,Informational,480,"0.54,0.67,0.54,0.54,0.67,0.67,1.00,0.67,0.54,0.54,0.67,0.54",38,0.00,0.01,"Sitelinks, AI Overview, Reviews, People also ask, Related searches",199
barhill,Navigational,390,"0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.53,0.67,1.00",30,1.93,0.03,"Sitelinks, Video, People also ask, Local pack, Related searches",123
bicycle heaven castle hills,Informational,390,"0.81,0.81,1.00,0.18,0.81,0.81,0.66,0.66,0.66,0.66,0.66,0.81",24,0.03,0.05,"Reviews, Image, People also ask, Knowledge panel, Related searches",116
distilleries in louisville kentucky,Commercial,390,"0.83,0.29,0.67,0.54,0.67,0.67,0.67,0.83,0.67,0.83,0.83,1.00",48,0.55,0.39,"Sitelinks, Reviews, Image, People also ask, Local pack, Related searches",137
distillery official website,Informational,390,"0.00,0.00,0.00,0.00,1.00,0.45,0.00",78,0.00,0.00,Related searches,20000000
heaven hill 22-year-old bourbon,"Informational, Commercial",390,"1.00,0.06,0.00",10,0.00,0.00,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Popular products",245
heaven hill 7 year,Commercial,390,"1.00,1.00,0.83,0.83,0.44,0.83,1.00,0.67,0.56,0.67,0.67,0.56",20,0.61,0.79,"AI Overview, Reviews, People also ask, Related searches, Popular products",193
heaven hill bourbons,Commercial,390,"0.16,0.09,0.09,0.12,0.12,0.00,0.67,1.00,0.09,0.07,0.09,0.07",54,0.94,0.93,"AI Overview, People also ask, Related searches, Popular products",195
heaven hill distillery bourbon,Informational,390,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",54,0.31,0.01,"AI Overview, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products",188
heaven hill farm nj,Navigational,390,"0.04,0.05,0.08,0.37,1.00,0.08,0.05,0.02,0.02,0.25,0.25,0.08",35,0.00,0.33,"Sitelinks, Short videos, People also ask, Knowledge panel, Related searches",108
heaven hill trails,"Informational, Transactional",390,"0.48,0.59,0.32,0.32,1.00,0.07,0.07,0.48,0.39,0.26,0.32,0.39",17,0.00,0.04,"Reviews, Image pack, People also ask, Knowledge panel, Related searches",108
heaven hill vodka,Navigational,390,"0.67,0.83,1.00,0.67,1.00,0.67,0.83,0.56,0.67,0.67,0.56,0.67",54,0.00,0.77,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",199
heaven hills distillery,Navigational,390,"1.00,0.68,0.84,0.35,0.68,0.68,0.35,0.03,0.22,0.22,0.30,0.35",41,1.29,0.05,"Sitelinks, Reviews, People also ask, Local pack, Knowledge panel, Discussions and forums, Related searches, People also search",121
holy hills of heaven call me,"Informational, Transactional",390,"0.54,0.66,0.66,0.44,0.54,0.66,0.66,0.81,0.81,0.81,1.00,0.81",26,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",105
horse heaven hills pet urgent care,Navigational,390,"0.82,1.00,1.00,0.82,1.00,0.82,0.82,0.67,0.82,1.00,0.54,0.67",9,0.07,0.04,"Sitelinks, Knowledge panel, Related searches",127
the holy hills of heaven call me lyrics,"Informational, Transactional",390,"0.66,0.66,1.00,0.81,0.81,1.00,0.66,0.66,0.81,0.81,0.81,0.66",20,0.00,0.33,"Reviews, Video carousel, People also ask, Knowledge panel, Related searches, People also search",111
who makes elijah craig bourbon,Informational,390,"0.44,0.54,0.44,0.54,0.54,0.54,1.00,0.66,0.44,0.36,0.66,0.54",37,0.00,0.02,"Sitelinks, AI Overview, Reviews, People also ask, Related searches",167
wild heaven toco hills,"Navigational, Transactional",390,"0.54,1.00,0.81,0.66,0.81,0.81,0.66,0.28,0.18,0.66,1.00,0.66",23,0.00,0.01,"Sitelinks, Image pack, Knowledge panel, Related searches",113
williams burbon,"Informational, Navigational",390,"0.00,1.00,0.00,0.03,0.00,0.00,0.01,0.03,0.03,0.34,0.08,0.04",29,1.23,0.28,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",196
barrel of bourbon,"Informational, Commercial",320,"0.23,0.82,0.82,0.82,1.00,0.82,1.00,0.82,0.82,0.82,0.55,0.55",4,1.60,0.74,"AI Overview, Image, People also ask, Related searches",195
bower hill whiskey brand website,Informational,320,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",0,0.00,0.00,"Sitelinks, People also ask",200000
distillerie,Informational,320,"0.10,0.10,0.10,0.20,0.20,0.10,0.10,1.00,0.10,0.40,0.70,0.50",51,0.00,0.01,"Reviews, Image pack, People also ask, Local pack, Related searches",22200000
distillers whisky,Commercial,320,"0.06,0.00,0.00,0.00,0.22,0.36,0.67,1.00,0.36,1.00,0.11,0.67",76,1.24,0.07,"Image pack, People also ask, Related searches, Popular products",192
evan williams bourbon brands,Informational,320,"1.00,0.06,0.52,0.26,0.35,0.52,0.65,0.35,1.00,0.52,0.65,0.65",33,0.93,0.73,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",193
heaven hill 18,Informational,320,"1.00,1.00,0.63,0.38,0.88,0.63,0.63,0.50,0.38,0.38,0.50,0.38",17,1.63,1.00,"Reviews, Video, People also ask, Related searches, Popular products",186
heaven hill bottled in bond 7 year,"Informational, Commercial",320,"0.44,0.44,0.36,0.28,0.44,0.54,1.00,0.44,0.54,0.67,0.67,0.81",19,0.74,0.58,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",193
heaven hill bourbon experience gilkey run road bardstown ky,"Informational, Transactional",320,"0.07,0.11,0.67,0.28,0.36,0.44,1.00,0.36,0.28,0.67,0.54,0.28",15,1.38,0.04,"Sitelinks, Reviews, People also ask, Knowledge panel, Related searches",107
heaven hill bourbon review,Commercial,320,"0.54,0.28,0.36,0.44,0.28,0.54,1.00,0.36,0.28,0.36,0.28,0.28",18,0.00,0.23,"AI Overview, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",187
heaven hill grain to glass review,Commercial,320,"0.83,1.00,0.67,0.54,0.54,0.54,0.67,0.33,0.29,0.17,0.17,0.21",18,0.00,0.12,"AI Overview, Reviews, Video carousel, People also ask, Related searches",125
heaven hill heritage collection,Informational,320,"0.50,0.44,0.50,0.31,1.00,0.69,1.00,0.69,0.44,1.00,1.00,0.69",15,1.04,1.00,"AI Overview, Reviews, Video, People also ask, Related searches, Popular products",189
heaven hill tour,Informational,320,"0.81,0.81,0.81,1.00,0.81,0.54,0.81,0.67,0.54,0.81,0.54,0.67",24,1.25,0.16,"Reviews, People also ask, Knowledge panel, Discussions and forums, Related searches",118
heaven hills bourbon,"Informational, Transactional",320,"0.00,0.13,0.09,0.10,0.10,0.03,0.05,1.00,0.13,0.13,0.20,0.20",35,0.74,0.95,"Sitelinks, Reviews, Image, Image pack, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products",187
holy hills of heaven,Informational,320,"0.35,0.54,0.66,0.54,0.54,0.66,0.66,0.81,0.81,0.66,1.00,0.81",27,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",104
horse heaven hills wine,Informational,320,"0.55,0.55,0.55,0.55,0.82,0.82,1.00,0.55,0.55,0.55,0.67,0.67",25,0.89,0.72,"Sitelinks, AI Overview, Reviews, People also ask, Knowledge panel, Related searches, Popular products",187
