Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
xo cognac camus,"Informational, Commercial",90,7,0.89,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
camus cognac napoleon,"Informational, Commercial",70,8,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
camus cognac xo price,Transactional,70,5,0.00,"Sitelinks, Video, People also ask, Related searches, Popular products"
camus drink,Informational,70,9,0.00,"Sitelinks, Reviews, Video, Video carousel, People also ask, Knowledge panel, Related searches, Popular products, Things to know"
camus xo borderies,Commercial,70,5,0.94,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products"
camus xo borderies cognac,Commercial,70,5,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
camus xo cognac price,Transactional,70,5,1.47,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Popular products"
camus xo superior,"Informational, Transactional",70,8,0.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Knowledge panel, Related searches, Popular products"
cognac camus napoleon,"Informational, Transactional",70,11,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products"
cognac napoleon camus,"Informational, Transactional",70,8,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
napoleon cognac camus,"Informational, Commercial",70,8,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
wine camus,Informational,70,10,0.46,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches, Popular products"
camus cognac borderies xo,Commercial,50,10,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches, Popular products"
camus cognac xo borderies,"Informational, Commercial",50,11,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
camus cognac xo superior,"Informational, Transactional",50,7,0.00,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
caymus cognac,Informational,50,6,0.52,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Knowledge panel"
camus alcohol,"Informational, Commercial",40,6,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
camus borderies,Commercial,40,4,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
camus cognac borderies vsop,Commercial,40,10,0.85,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
camus cognac elegance xo,Commercial,40,1,0.00,"Sitelinks, Reviews, Video, Related searches, Popular products"
camus cognac vs,Commercial,40,4,0.00,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
camus cognac vsop borderies,Informational,40,8,0.85,"Sitelinks, AI Overview, Reviews, Image, Video, Discussions and forums, Related searches, Popular products"
camus cognac xo elegance,"Informational, Commercial",40,4,0.00,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products"
camus extra cognac,"Informational, Transactional",40,8,0.00,"Sitelinks, Reviews, Video, Knowledge panel, Related searches, Popular products"
camus intensely aromatic xo cognac,Informational,40,5,0.00,"Sitelinks, Reviews, Image pack, Video, Knowledge panel, Related searches, Popular products"
camus very special cognac,Commercial,40,5,0.00,"Sitelinks, Reviews, Image, Video, Video carousel, People also ask, Related searches, Popular products"
camus vsop borderies,Informational,40,2,0.00,"Sitelinks, AI Overview, Reviews, Image, Video, Related searches, Popular products"
cognac camus vs,Commercial,40,7,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
cognac camus xo elegance,"Informational, Commercial",40,1,0.00,"Sitelinks, Reviews, Image pack, Video, Related searches, Popular products"
cognac camus xo superior,"Informational, Transactional",40,9,1.23,"Sitelinks, Reviews, Image pack, Video, People also ask, Knowledge panel, Related searches, Popular products"
camus borderies cognac,,30,,0.00,
camus cognac elegance vsop,,30,,0.00,
camus cognac vsop elegance,,30,,0.00,
camus vsop borderies cognac,,30,,0.00,
cognac camus vsop elegance,,30,,0.00,
buy camus cognac,,20,,0.00,
camus baccarat crystal cognac,,20,,0.00,
camus book cognac,,20,,0.00,
camus borderies cognac vsop,,20,,0.00,
camus borderies single estate cognac,,20,,0.00,
camus borderies xo cognac,,20,,0.83,
camus celebration cognac,,20,,0.00,
camus cognac 1863,,20,,0.00,
camus cognac 1863 price,,20,,0.00,
camus cognac 1980,,20,,0.00,
camus cognac 4.16,,20,,0.00,
camus cognac 4.160,,20,,0.00,
camus cognac 5.150,,20,,0.00,
camus cognac 750ml,,20,,0.00,
camus cognac baccarat crystal decanter,,20,,0.00,
camus cognac bag,,20,,0.00,
camus cognac book,,20,,0.00,
camus cognac borderies,,20,,0.00,
camus cognac borderies price,,20,,0.00,
camus cognac borderies vsop price,,20,,0.00,
camus cognac borderies xo price,,20,,0.00,
camus cognac celebration,,20,,0.00,
camus cognac chocolate,,20,,0.00,
camus cognac costco,,20,,0.00,
camus cognac cuvee,,20,,0.00,
camus cognac cuvée,,20,,0.00,
camus cognac elegance,,20,,0.00,
camus cognac elegance price,,20,,0.00,
camus cognac extra dark and intense,,20,,0.00,
camus cognac extra elegance,,20,,0.00,
camus cognac extra elegance price,,20,,0.00,
camus cognac for sale,,20,,0.00,
camus cognac france,,20,,0.00,
camus cognac gift set,,20,,0.00,
camus cognac glasses,,20,,0.00,
camus cognac grand masters collection price,,20,,0.00,
camus cognac grand vsop 1 litre price,,20,,0.00,
camus cognac grand vsop price,,20,,0.00,
camus cognac grand vsop price malaysia,,20,,0.00,
camus cognac he de re,,20,,0.00,
