Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
heaven hill distillery bourbons,Informational,1300,"0.04,0.00,0.02,0.35,0.03,0.05,0.03,1.00,0.03,0.04,0.03,0.03",53,1.22,0.01,"AI Overview, People also ask, Discussions and forums, Related searches, Popular products",192
elijah craig b525,Commercial,880,"0.62,1.00,1.00,0.62,0.62,0.36,0.36,0.36,0.30,0.24,0.20,0.20",14,1.12,0.99,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",224
elijah craig toasted rye,Commercial,880,"0.23,0.23,0.23,0.23,0.30,0.30,0.36,0.23,1.00,0.55,0.30,0.18",18,0.53,1.00,"AI Overview, Reviews, People also ask, Related searches, Popular products",191
elijah craig c923,"Informational, Commercial",720,"0.60,0.60,0.80,0.60,0.80,0.80,0.80,1.00,0.60,0.60,0.60,0.80",4,0.97,1.00,"AI Overview, Video, Video carousel, People also ask, Related searches, Popular products",175
elijah craig private barrel,"Informational, Commercial",720,"0.59,0.59,0.73,0.59,0.73,0.88,1.00,0.59,0.59,0.59,0.39,0.49",16,0.93,1.00,"AI Overview, Reviews, People also ask, Related searches, Popular products",187
elijah craig rye,Informational,720,"0.44,0.44,0.72,0.72,0.72,0.72,1.00,0.56,0.56,0.72,0.44,0.56",6,0.57,1.00,"AI Overview, Reviews, People also ask, Related searches, Popular products",198
elijah whiskey,Navigational,720,"1.00,0.68,0.25,0.31,0.08,0.16,0.20,0.25,0.20,0.25,0.16,0.20",40,0.48,0.98,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know",196
elijah craig 15 year,"Informational, Commercial",590,"0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.66,1.00,0.36",15,0.99,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",189
elijah craig barrel proof b525,Commercial,590,"0.81,1.00,1.00,0.67,0.67,0.44,0.67,0.54,0.36,0.29,0.23,0.23",15,0.78,1.00,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",169
elijah craig barrel proof rye whiskey,Commercial,590,"0.00,0.00,0.00,1.00,0.04,0.04,1.00,0.54,0.16,0.13,0.13,0.07",11,0.67,0.19,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",188
elijah craig cask strength,"Informational, Commercial",590,"0.44,0.11,0.16,1.00,0.08,0.13,0.11,0.04,0.03,0.05,0.04,0.03",40,0.63,1.00,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",189
elijah craig distillery,Informational,590,"1.00,0.82,0.82,0.82,0.82,0.65,0.65,0.65,0.65,0.65,0.65,0.65",41,1.27,0.09,"Sitelinks, AI Overview, Reviews, Image, People also ask, Knowledge panel, Related searches, Popular products",174
elijah craig small batch review,Commercial,590,"0.60,0.60,0.48,0.48,0.60,0.71,1.00,0.60,0.38,0.48,0.48,0.48",13,0.59,0.07,"Reviews, Video carousel, People also ask, Related searches",189
elija craig,"Navigational, Commercial",480,"0.00,0.30,0.30,0.11,0.16,0.23,0.30,0.55,0.45,0.36,0.45,1.00",42,0.46,0.71,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products",193
elijah craig 18 msrp,Informational,480,"0.56,0.56,0.44,0.44,0.56,1.00,1.00,0.83,1.00,1.00,0.83,0.83",12,1.17,0.87,"AI Overview, Reviews, Image, People also ask, Related searches",193
elijah craig 18yr,"Informational, Commercial",480,"0.05,0.08,0.05,0.04,0.07,0.10,0.36,0.20,1.00,0.30,0.36,0.36",19,0.79,1.00,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products",195
elijah craig barrel.proof rye,Commercial,480,"0.00,0.00,0.05,0.13,0.36,1.00,0.00,0.36,0.10,0.30,0.41,0.07",15,0.94,1.00,"Reviews, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",188
elijah craig ryder cup 2025,Commercial,480,"0.00,0.16,0.54,1.00,0.24,0.10,0.13,0.07,0.07,0.03,0.04,0.04",5,0.42,1.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",172
elisha craig barrel proof,Informational,480,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",22,0.63,1.00,"AI Overview, Reviews, Image pack, People also ask, Discussions and forums, Related searches, Popular products",190
who makes elijah craig,Informational,480,"0.54,0.67,0.54,0.54,0.67,0.67,1.00,0.67,0.54,0.54,0.67,0.54",38,0.00,0.01,"Sitelinks, AI Overview, Reviews, People also ask, Related searches",199
elijah craig barrel proof a125,Commercial,390,"1.00,0.81,0.81,0.44,0.36,0.36,0.67,0.36,0.28,0.28,0.23,0.28",6,0.00,0.65,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",175
elijah craig barrel proof c924,"Informational, Commercial",390,"0.80,0.67,0.53,0.44,0.36,0.67,1.00,0.53,0.44,0.36,0.29,0.22",11,1.10,0.90,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",163
elijah craig barrel proof rye a126,Commercial,390,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,1.00,0.62,0.62,0.30",23,1.39,1.00,"AI Overview, Reviews, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",173
elijah craig old fashioned 8oz,"Informational, Commercial",390,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",6,0.00,0.00,"AI Overview, Video, People also ask, Related searches, Popular products",196
elijah craig single barrel 18,Informational,390,"0.53,0.53,0.36,0.44,0.44,0.67,1.00,0.53,0.80,0.67,0.67,0.67",12,0.81,1.00,"Sitelinks, AI Overview, Reviews, Image, People also ask, Related searches, Popular products",194
elijah craig toasted,Commercial,390,"0.67,0.67,0.67,0.53,0.53,0.80,1.00,0.53,0.67,0.53,0.53,0.44",16,0.68,1.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products",186
elijah craig toasted barrel bourbon,"Informational, Commercial",390,"1.00,0.44,1.00,0.81,0.81,0.54,0.81,0.54,0.35,0.54,0.54,0.44",13,0.91,0.14,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",250
elijah craig toasted barrel proof,"Informational, Commercial",390,"0.66,0.54,0.66,0.54,0.43,0.81,1.00,0.81,0.66,0.54,0.43,0.43",14,0.67,1.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products",184
elijah craig toasted barrell,"Informational, Commercial",390,"0.23,0.44,0.54,0.66,1.00,1.00,1.00,0.66,0.44,0.44,0.66,0.81",14,0.63,1.00,"AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",248
heaven hill bourbons,Commercial,390,"0.16,0.09,0.09,0.12,0.12,0.00,0.67,1.00,0.09,0.07,0.09,0.07",54,0.94,0.93,"AI Overview, People also ask, Related searches, Popular products",195
who makes elijah craig bourbon,Informational,390,"0.44,0.54,0.44,0.54,0.54,0.54,1.00,0.66,0.44,0.36,0.66,0.54",37,0.00,0.02,"Sitelinks, AI Overview, Reviews, People also ask, Related searches",167
bourbon elijah craig,"Navigational, Commercial",320,"0.25,0.15,0.05,0.10,0.00,0.15,0.65,0.05,0.00,1.00,0.10,0.00",30,0.48,0.98,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products",192
elijah bourbon whiskey,"Informational, Commercial",320,"0.36,0.28,0.23,0.28,1.00,0.28,0.83,0.19,0.12,0.12,0.19,0.19",35,0.47,1.00,"Sitelinks, AI Overview, Reviews, Image pack, People also ask, Discussions and forums, Related searches, Popular products",192
elijah craig 12 year,"Informational, Commercial",320,"0.67,0.56,0.67,0.56,0.67,0.83,1.00,0.83,0.56,0.67,0.67,0.56",7,0.90,1.00,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products",194
elijah craig barrel proof c923,"Informational, Commercial",320,"0.75,0.75,1.00,0.75,0.75,1.00,0.75,0.75,0.75,0.75,0.75,0.75",4,1.15,1.00,"AI Overview, Video, Video carousel, People also ask, Related searches, Popular products",177
elijah craig bourbon review,Commercial,320,"0.36,0.29,0.29,0.36,0.29,0.44,1.00,0.36,0.29,0.29,0.29,0.23",17,0.00,0.20,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches",179
elijah craig bourbon small batch,Commercial,320,"0.53,0.18,0.44,0.07,0.22,0.67,1.00,0.44,0.29,0.29,0.80,0.53",23,0.46,0.17,"Sitelinks, AI Overview, Reviews, Image, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",191
elijah craig c924,Commercial,320,"1.00,1.00,0.80,0.50,0.80,0.70,1.00,0.50,0.50,0.50,0.50,0.50",12,1.15,0.89,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",169
elijah craig mash bill,Informational,320,"0.82,0.67,0.67,0.67,0.82,0.82,1.00,1.00,0.82,0.82,0.82,0.67",7,0.00,0.01,"AI Overview, Reviews, Image pack, People also ask, Related searches",123
elijah craig review,Commercial,320,"0.32,0.26,0.26,0.32,0.32,0.39,1.00,0.32,0.21,0.26,0.21,0.21",20,0.00,0.20,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches",178
elijah craig ryder cup,Commercial,320,"0.04,0.13,0.67,1.00,0.29,0.08,0.13,0.04,0.04,0.04,0.04,0.04",2,0.79,0.99,"Sitelinks, AI Overview, Image, Related searches, Popular products",
elijah craig ryder cup bourbon,Commercial,320,"0.01,0.01,0.52,1.00,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01",4,0.00,1.00,"Sitelinks, People also ask, Related searches, Popular products",186
elijah craig single barrel 18 year,Commercial,320,"0.18,0.15,0.18,0.09,0.15,0.18,1.00,0.65,0.82,0.65,0.82,1.00",15,0.83,1.00,"Sitelinks, AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",193
elijah craig single barrel private barrel,Informational,320,"0.24,0.24,0.36,0.24,0.36,0.54,1.00,0.45,0.30,0.30,0.30,0.45",11,0.76,0.99,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",186
elijah craig straight rye,Informational,320,"0.44,0.36,0.44,0.29,0.53,0.53,1.00,0.67,0.36,0.36,0.29,0.36",25,0.56,0.96,"AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",196
elijah craig 18 year single barrel,"Informational, Commercial",260,"0.15,0.13,0.13,0.10,0.29,0.44,0.67,0.54,0.67,0.54,1.00,0.82",8,0.83,1.00,"Sitelinks, AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",194
elijah craig a125,Commercial,260,"1.00,0.82,0.67,0.44,0.44,0.28,0.82,0.67,0.67,0.54,0.44,0.44",6,1.17,0.73,"AI Overview, Reviews, Video carousel, People also ask, Related searches",173
elijah craig b525 review,Commercial,260,"0.29,0.81,1.00,0.54,0.66,0.54,0.66,0.66,0.54,0.35,0.35,0.29",10,0.00,0.17,"Reviews, Video carousel, People also ask, Related searches",170
elijah craig barrel proof c925,Commercial,260,"0.00,0.00,0.05,0.12,1.00,0.12,0.44,0.29,0.29,0.29,0.54,0.29",4,0.00,0.90,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",172
elijah craig bourbon 18,Commercial,260,"0.67,1.00,0.29,0.54,0.24,0.15,0.15,0.29,0.13,0.24,0.29,0.10",15,0.95,1.00,"Sitelinks, AI Overview, Reviews, Image, Video carousel, People also ask, Related searches, Popular products",197
elijah craig bourbon price,Commercial,260,"0.29,0.29,0.29,0.44,0.36,0.36,1.00,0.36,0.24,0.29,0.36,0.44",19,0.36,0.93,"Sitelinks, AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",199
elijah craig c925,Commercial,260,"0.00,0.05,0.28,0.81,0.81,1.00,0.81,0.66,0.35,0.44,0.44,0.44",5,1.05,0.67,"AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",173
elijah craig cask strength bourbon,"Informational, Commercial",260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",37,1.02,0.09,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",191
elijah craig cologne,Informational,260,"0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.13,0.08,0.02,0.02,0.02",22,0.63,0.15,"AI Overview, Image, Image pack, Video, People also ask, Related searches",186
elijah craig cost,"Informational, Commercial",260,"0.28,0.19,0.44,0.28,0.44,0.54,1.00,0.54,0.36,0.36,0.36,0.54",13,0.43,0.55,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products",199
elijah craig price,Transactional,260,"0.44,0.44,0.44,0.44,0.44,0.54,1.00,0.54,0.36,0.36,0.36,0.54",11,0.43,0.55,"Sitelinks, AI Overview, Reviews, Image, People also ask, Related searches, Popular products",198
elijah craig small batch price,Transactional,260,"0.24,0.29,0.36,0.36,0.36,0.36,1.00,0.54,0.24,0.24,0.24,0.24",8,0.41,0.76,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",195
heaven hill distillery brands,Informational,260,"0.53,0.82,0.66,0.82,0.66,0.53,1.00,0.82,0.53,0.66,0.66,0.53",54,1.50,0.21,"AI Overview, Image pack, People also ask, Knowledge panel, Related searches, People also search",200
heaven hill whiskeys,"Informational, Commercial",260,"0.29,0.29,0.19,0.29,0.19,0.19,1.00,0.36,0.36,0.54,1.00,0.54",50,0.94,0.95,"AI Overview, People also ask, Related searches, Popular products",194
craig scotch,Informational,210,"0.52,0.80,1.00,0.65,0.65,0.65,0.65,0.65,0.52,0.52,0.43,0.52",6,0.25,0.95,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",177
elija craig private barrell,"Informational, Commercial",210,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",13,0.00,0.00,"AI Overview, Reviews, Related searches, Popular products",
elijah craig 12 year bourbon whiskey,Commercial,210,"0.00,1.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",11,0.00,0.93,"Sitelinks, AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",194
elijah craig 12 yr old 1.75 1.75l,Commercial,210,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",0,0.00,0.00,"Image, People also ask, Popular products",172000
elijah craig 15,Commercial,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,1.00,0.36",14,1.15,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",188
elijah craig 15 year review,Commercial,210,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,1.00,0.62",9,1.21,0.17,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches",173
elijah craig 1789 small batch,Commercial,210,"0.29,0.29,0.29,0.43,0.35,0.43,1.00,0.43,0.35,0.29,0.43,0.43",25,0.78,0.96,"Sitelinks, Reviews, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",192
elijah craig 18 year price,Transactional,210,"0.82,0.65,0.53,0.44,0.44,0.53,0.65,0.53,0.65,0.82,1.00,0.82",13,0.45,0.99,"AI Overview, Reviews, People also ask, Related searches, Popular products",196
elijah craig 18-year single barrel bourbon,"Informational, Commercial",210,"0.00,0.00,0.00,0.08,0.11,0.00,1.00,0.00,0.67,0.67,0.67,0.67",14,0.83,1.00,"Sitelinks, AI Overview, Reviews, People also ask, Discussions and forums, Related searches",193
elijah craig barrel proof review,Commercial,210,"0.80,0.65,0.52,0.43,0.43,0.52,1.00,0.65,0.52,0.52,0.43,0.52",15,0.00,0.04,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches",268
elijah craig barrel proof whiskey,"Informational, Commercial",210,"0.43,0.35,0.66,0.35,0.28,0.23,0.66,0.43,0.35,0.43,1.00,0.66",33,0.00,0.02,"AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",192
elijah craig barrel select proof,Commercial,210,"1.00,0.17,0.07,0.01,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00",16,0.00,0.00,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",315000
elijah craig grenade,Informational,210,"0.43,0.52,0.43,0.65,0.80,0.80,1.00,0.52,0.43,0.43,0.52,0.65",4,1.01,0.99,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products",175
elijah craig old fashioned,Informational,210,"0.36,0.43,0.43,0.53,0.67,0.67,1.00,0.53,0.36,0.36,0.43,0.36",12,0.91,0.57,"Sitelinks, Video, People also ask, Recipes, Related searches, Popular products",185
elijah craig old fashioned syrup,Commercial,210,"0.29,0.18,0.23,0.23,0.29,0.55,1.00,0.55,0.44,0.44,0.35,0.35",4,0.35,0.98,"Sitelinks, Image, People also ask, Recipes, Related searches, Popular products",186
elijah craig old fashioned week,Navigational,210,"0.03,0.07,0.21,0.72,1.00,0.04,0.04,0.01,0.01,0.01,0.01,0.03",24,0.00,0.33,"Sitelinks, Video, People also ask, Related searches",
elijah craig small batch 1789,"Informational, Commercial",210,"0.28,0.28,0.35,0.43,0.35,0.43,1.00,0.43,0.35,0.28,0.35,0.43",9,0.48,1.00,"Sitelinks, AI Overview, Reviews, People also ask, Discussions and forums, Related searches, Popular products",192
elijah craig small batch 94 proof,Commercial,210,"0.29,0.29,0.29,0.35,0.43,0.35,1.00,0.35,0.29,0.29,0.43,0.43",17,0.00,0.22,"Sitelinks, AI Overview, Reviews, Video carousel, People also ask, Related searches, Popular products",189
elijah craig small batch cost,"Informational, Commercial",210,"0.29,0.35,0.29,0.35,0.44,0.35,1.00,0.55,0.23,0.29,0.35,0.35",10,0.41,0.76,"Sitelinks, AI Overview, Reviews, People also ask, Related searches, Popular products",194
elijah craig toasted barrel review,Commercial,210,"0.13,0.35,0.67,0.22,0.19,0.81,1.00,0.54,0.54,0.43,0.43,0.43",4,0.00,0.11,"AI Overview, Reviews, Video carousel, People also ask, Discussions and forums, Related searches",236
