Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
islay malt scotch whisky,Informational,5400,27,0.41,"Sitelinks, AI Overview, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products"
single malt whisky,"Informational, Commercial",5400,24,0.30,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products, Things to know"
wisky,"Informational, Commercial",5400,67,1.26,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
best scotch,Commercial,4400,18,0.40,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products"
luxury blended scotch whisky,Commercial,4400,15,0.00,"Sitelinks, AI Overview, People also ask, Related searches, Popular products"
one malt whisky,"Informational, Commercial",4400,22,0.29,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
single malt,"Informational, Commercial",4400,41,0.31,"Sitelinks, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know"
speyside single malt scotch whisky,"Informational, Commercial",4400,15,0.47,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
what is scotch,Informational,4400,28,0.03,"AI Overview, People also ask, Related searches"
whisky malt single,"Informational, Commercial",4400,26,0.29,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
best scotch whiskey,Commercial,3600,22,0.41,"Sitelinks, AI Overview, Image, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
highland scotch whisky single malt,"Informational, Commercial",3600,8,0.44,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
scotch and whiskey,"Informational, Commercial",3600,28,0.40,"AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
scotch drink brands,"Informational, Commercial",3600,30,0.38,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
scotch scotch,Informational,3600,28,0.42,"AI Overview, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know"
scotch vs whiskey,Commercial,3600,25,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
scotch whiskey brands,"Informational, Commercial",3600,29,0.38,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
scott whisky,"Informational, Commercial",3600,22,0.40,"Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
scottish single malt,"Informational, Commercial",3600,35,0.29,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
good drinking scotch,Commercial,2900,21,0.41,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
good scotch liquor,Commercial,2900,21,0.41,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
scotch defined,Informational,2900,55,0.00,"AI Overview, People also ask, Related searches"
scotch definition,Informational,2900,39,0.00,"AI Overview, Video carousel, People also ask, Related searches"
scotch what is,Informational,2900,25,0.03,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
scottish whiskey,Commercial,2900,26,0.00,"AI Overview, Reviews, Image pack, Video, People also ask, Local pack, Discussions and forums, Related searches, Popular products, Things to know"
single malt whiskey usa,"Informational, Commercial",2900,12,0.34,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
what is the scotch,Informational,2900,32,0.03,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
whisky brands,"Informational, Commercial",2900,42,0.42,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
whisky scottish,Commercial,2900,36,0.42,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Popular products"
wjisky,"Informational, Commercial",2900,80,1.26,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
difference between scotch and whiskey,Informational,2400,16,0.03,"AI Overview, Image pack, Video, People also ask, Related searches"
highland single malt scotch whisky,Informational,2400,7,0.44,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
islay laphroaig scotch whisky,"Informational, Commercial",2400,38,0.39,"Sitelinks, AI Overview, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products"
johnnie walker scotch whisky,Informational,2400,26,0.61,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
premium scotch,"Informational, Commercial",2400,16,0.59,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
premium single malt scotch whisky,"Informational, Commercial",2400,27,0.00,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
scotch whisky brands,"Informational, Commercial",2400,20,0.38,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
best single malt scotch,Commercial,1900,21,0.28,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
brands of scotch,"Informational, Commercial",1900,29,0.38,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products"
difference between whisky bourbon and scotch,Informational,1900,12,0.03,"AI Overview, Image pack, Video carousel, People also ask, Related searches"
glenfiddich scotch whisky,"Informational, Transactional",1900,30,0.60,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
good scotch whiskey,Commercial,1900,17,0.41,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products"
johnnie walker black label scotch whisky,"Informational, Commercial",1900,28,2.66,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products"
premium scotch whiskey,"Informational, Commercial",1900,7,0.59,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
premium scotch whiskeys,"Informational, Commercial",1900,22,0.59,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products"
scotch whisky experience,"Navigational, Transactional",1900,50,2.54,"Sitelinks, Reviews, Image, People also ask, Knowledge panel, Related searches"
scotch whisky scotch,Informational,1900,26,0.42,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
single single malt whiskey,"Informational, Commercial",1900,35,0.29,"Sitelinks, People also ask, Related searches, Popular products"
the scotch whisky experience,"Navigational, Transactional",1900,45,2.54,"Sitelinks, People also ask, Knowledge panel, Discussions and forums, Related searches"
types of scotch liquor,Commercial,1900,35,0.38,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
best single single malt scotch,Commercial,1600,14,0.28,"AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products"
decent single malt scotch,Commercial,1600,12,0.28,"Sitelinks, People also ask, Discussions and forums, Related searches, Popular products"
define scotch,Informational,1600,43,0.00,"AI Overview, Short videos, People also ask, Related searches"
different scotch whiskey,Commercial,1600,29,0.03,"Sitelinks, Image pack, Video carousel, People also ask, Related searches, Popular products"
good scotch,Commercial,1600,22,0.42,"AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
high end whiskey,"Informational, Commercial",1600,16,0.87,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products, Things to know"
is scotch liquor,"Informational, Commercial",1600,30,0.03,"AI Overview, People also ask, Discussions and forums, Related searches"
is scotch whiskey scotch or whiskey,Informational,1600,23,0.03,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches"
islay single malt scotch whisky,"Informational, Transactional",1600,28,0.28,"Sitelinks, Video, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, Popular products, Things to know"
scotch and whiskey blend,"Informational, Commercial",1600,20,0.15,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
scotch def,Informational,1600,42,0.00,"AI Overview, Video carousel, People also ask, Related searches"
single single malt whisky,"Informational, Commercial",1600,27,0.33,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products"
what is scotch made from,Informational,1600,25,0.02,"AI Overview, Video carousel, People also ask, Related searches"
whiskey and scotch,"Informational, Commercial",1600,10,0.38,"AI Overview, Video, People also ask, Discussions and forums, Related searches"
famous grouse scotch whisky,"Informational, Commercial",1300,14,0.39,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
is scotch a whiskey,"Informational, Commercial",1300,29,0.03,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
is scotch whiskey,Informational,1300,34,0.03,"AI Overview, Video carousel, People also ask, Knowledge panel, Related searches, People also search"
johnny walker scotch whisky,Informational,1300,30,0.61,"Sitelinks, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
scotch is good,Commercial,1300,16,0.42,"AI Overview, People also ask, Discussions and forums, Related searches, Popular products"
scotch liquor brands,Commercial,1300,26,0.38,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products"
scotch malt whisky society,Navigational,1300,32,1.91,"Sitelinks, People also ask, Related searches"
scotch whiskey difference,Informational,1300,12,0.04,"AI Overview, Image pack, People also ask, Discussions and forums, Related searches"
scotch whiskey vs scotch,Commercial,1300,9,0.03,"AI Overview, Image pack, Video, People also ask, Related searches"
scotch whisky islay single malt,Commercial,1300,22,0.41,"Sitelinks, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
scottish whisky,"Informational, Commercial",1300,28,0.38,"AI Overview, Image pack, People also ask, Related searches, Popular products, Things to know"
the famous grouse scotch whisky,Informational,1300,13,0.31,"Sitelinks, AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products"
top scotch whiskey,Commercial,1300,20,0.41,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products"
types of scotch,"Informational, Commercial",1300,32,0.09,"AI Overview, Video, People also ask, Related searches, Popular products"
what is scotch whiskey,Informational,1300,16,0.03,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
what is scotch whisky,Informational,1300,29,0.03,"AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products"
whiskey is made of what,Informational,1300,26,0.24,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches"
