Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
cash johnny walk the line,"Informational, Transactional",12100,"0.54,0.54,0.66,1.00,0.81,0.66,0.54,0.54,0.54,0.66,0.54,0.44",71,0.00,0.33,"Sitelinks, Reviews, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",107
i walk line johnny cash,Informational,12100,"0.54,0.54,0.66,1.00,0.81,0.66,0.54,0.54,0.54,0.66,0.54,0.44",63,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",103
johnny walker blue,"Informational, Commercial",12100,"0.81,0.67,0.67,0.67,0.67,0.44,1.00,0.54,0.30,0.67,0.35,0.54",32,0.60,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",199
black label whiskey,Informational,9900,"0.54,0.54,0.44,0.36,0.54,0.54,1.00,0.54,0.36,0.44,0.36,0.44",18,0.55,0.99,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",193
johnnie walker black,"Informational, Commercial",9900,"0.55,0.67,0.44,0.67,0.44,0.67,1.00,0.55,0.36,0.44,0.36,0.44",33,0.51,0.97,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",194
johnnie walker red label,"Informational, Commercial",9900,"0.82,1.00,0.67,0.55,0.55,0.67,0.82,1.00,0.67,0.67,0.82,1.00",14,0.56,0.69,"AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",9760000
johnny cash i walk the line,Informational,8100,"0.67,0.55,0.55,1.00,0.67,0.67,0.36,0.67,0.55,0.55,0.55,0.67",62,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",102
johnny walker ufc,Informational,8100,"0.45,0.66,1.00,0.11,0.23,0.18,0.23,0.23,0.30,0.45,0.82,0.30",71,0.00,0.33,"AI Overview, Image, Video carousel, Short videos, People also ask, Knowledge panel, Top stories, Related searches, People also search",187
johnnie walker blue label price,Transactional,6600,"1.00,0.81,0.81,0.54,0.44,0.67,0.81,0.35,0.35,0.35,0.35,0.44",22,0.37,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",203
johnnie walker green label,Informational,6600,"0.55,0.67,0.55,0.44,0.55,0.67,1.00,0.55,0.44,0.36,0.36,0.44",25,0.48,0.97,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker red whisky,"Informational, Commercial",6600,"0.13,0.00,0.10,0.07,0.24,0.19,0.54,0.16,0.44,0.54,1.00,0.16",13,0.90,0.03,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",199
johnnie walker whiskey,"Informational, Navigational",6600,"0.29,0.36,0.44,0.36,0.44,0.66,1.00,0.36,0.44,0.24,0.29,0.19",40,0.61,0.52,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",14100000
johnny cash l walk the line,Informational,6600,"0.67,0.00,0.07,0.67,1.00,0.00,0.00,0.54,0.67,0.81,0.67,0.54",62,0.00,0.33,"Video, People also ask, Knowledge panel, Discussions and forums, Related searches",103
johnny walker black,Informational,6600,"0.82,0.55,0.44,0.55,0.82,0.67,0.67,0.67,0.67,0.55,0.67,1.00",33,0.51,0.97,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",194
johnny walker blue label,"Informational, Commercial",6600,"0.44,0.44,0.44,0.44,0.44,0.44,1.00,0.54,0.67,0.35,0.24,0.44",34,0.65,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",207
johnnie walker black label scotch,"Informational, Commercial",5400,"0.07,0.54,0.05,0.05,0.03,0.04,0.16,1.00,0.01,0.03,0.01,0.04",18,0.48,0.94,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",196
johnnie walker blue label scotch price,Transactional,5400,"1.00,0.00,0.03,0.54,0.44,0.00,1.00,0.29,0.44,0.44,0.36,0.00",22,0.37,1.00,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches, Popular products",202
johnnie walker blue label whiskey,"Informational, Commercial",5400,"0.03,0.03,0.04,0.08,0.02,0.04,0.03,1.00,0.01,0.03,0.02,0.02",29,0.65,1.00,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker gold label,"Informational, Commercial",5400,"0.54,0.54,0.54,0.44,0.44,0.67,1.00,0.54,0.44,0.35,0.35,0.44",24,0.48,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",194
johnnie walker scotch,Navigational,5400,"0.29,0.36,0.29,0.19,0.44,1.00,0.66,0.29,0.12,0.12,0.24,0.19",23,0.61,0.23,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",197
johnnie walker double black,"Informational, Commercial",4400,"0.67,0.44,0.55,0.36,0.36,0.67,1.00,0.36,0.29,0.29,0.29,0.36",19,0.48,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products",5130000
johnnie walker red,Informational,4400,"0.67,0.67,0.67,0.44,0.82,1.00,1.00,0.35,0.44,0.23,0.20,0.44",13,0.55,0.50,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",196
johnnie walker whisky brands,"Informational, Commercial",4400,"0.44,0.00,0.03,0.44,0.54,0.44,1.00,0.36,0.54,0.54,0.44,0.13",15,1.69,0.28,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",203
whiskey brands johnnie walker,"Informational, Commercial",4400,"0.44,0.00,0.03,0.29,0.54,0.44,1.00,0.36,0.54,0.54,0.44,0.13",15,1.69,0.28,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",203
whiskey johnnie walker red label,"Informational, Commercial",4400,"0.66,0.00,0.07,0.19,0.44,0.36,1.00,0.44,0.54,0.29,0.44,0.19",13,0.71,0.70,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",201
black label label,"Informational, Commercial",3600,"0.00,0.00,0.02,1.00,1.00,0.02,0.02,0.00,0.05,0.02,0.02,0.07",27,1.05,0.71,"Sitelinks, Reviews, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",179
johnnie walker black label whiskey,"Informational, Commercial",3600,"0.05,0.08,0.00,0.04,0.03,0.03,0.00,1.00,0.00,0.03,0.07,0.03",16,0.48,0.94,"Sitelinks, AI Overview, Image, People also ask, Discussions and forums, Related searches, Popular products",197
johnny walker black label,"Informational, Commercial",3600,"0.52,0.66,0.52,0.43,0.66,0.82,0.66,0.52,0.82,0.30,0.66,1.00",26,0.48,0.94,"AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",196
jw black label whisky,"Informational, Commercial",3600,"0.00,0.00,0.00,0.00,0.00,0.54,0.19,0.00,0.00,0.00,1.00,0.81",19,0.48,0.94,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",197
i walk the line - johnny cash,Informational,2900,"0.00,0.00,0.00,0.00,0.44,0.00,0.00,1.00,0.66,0.29,0.24,0.19",61,0.00,0.33,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",104
johnnie walker scotch whiskey brands,"Informational, Commercial",2900,"0.66,0.00,0.08,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",16,0.61,0.23,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches, Popular products",204
johnnie walker whisky,Navigational,2900,"0.67,0.67,0.81,0.53,0.44,0.23,1.00,0.16,0.35,0.44,0.53,0.23",36,1.69,0.28,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",200
red label johnnie walker,Informational,2900,"0.19,0.19,0.12,0.19,0.12,0.16,0.54,0.23,0.54,1.00,1.00,0.35",21,0.90,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",199
scotch brands johnnie walker,"Informational, Commercial",2900,"0.66,0.00,0.08,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",15,0.61,0.23,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",207
sleep walk santo and johnny,"Informational, Transactional",2900,"0.81,0.54,0.43,0.81,0.54,0.54,0.43,0.43,0.65,1.00,0.81,0.65",51,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",110
blue label johnnie walker price,Transactional,2400,"1.00,0.67,0.52,0.52,0.80,0.52,0.80,0.80,0.35,0.35,0.35,0.35",14,0.37,1.00,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products",195
johnnie walker black ruby,"Informational, Commercial",2400,"0.80,0.67,0.80,0.67,0.53,0.53,1.00,0.27,0.36,0.80,0.67,0.53",24,0.45,0.98,"AI Overview, Reviews, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",238
johnnie walker red label scotch,"Informational, Commercial",2400,"0.30,0.82,1.00,0.07,0.02,0.07,0.11,0.66,0.05,0.16,0.05,0.02",20,0.55,0.50,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",196
johnnie walker scotch whisky,Informational,2400,"0.66,0.54,1.00,0.23,0.16,0.19,0.16,0.08,0.08,0.07,0.16,0.08",25,0.61,0.23,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",201
johnny walker red label,"Informational, Commercial",2400,"0.12,0.44,1.00,0.24,0.35,0.18,0.29,0.24,0.24,0.53,0.67,0.29",23,0.56,0.69,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",9730000
johnny walker scotch,"Informational, Commercial",2400,"0.24,0.44,0.53,1.00,0.35,0.29,0.44,0.81,0.24,0.53,0.81,0.18",35,0.61,0.23,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",198
johnny walker whiskey,Navigational,2400,"1.00,0.80,0.52,0.80,0.52,0.27,0.52,1.00,0.27,0.27,1.00,1.00",27,0.61,0.52,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",197
johnny walker whisky,Navigational,2400,"0.10,0.08,0.43,0.22,0.81,1.00,1.00,0.65,0.54,0.43,0.54,0.36",36,1.69,0.28,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",197
santo and johnny sleep walk,"Informational, Transactional",2400,"0.66,0.66,1.00,0.80,1.00,0.52,0.52,0.66,0.44,1.00,0.44,0.80",40,0.00,0.33,"Video, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",106
black label johnnie walker,"Informational, Commercial",1900,"0.44,0.53,0.36,0.44,1.00,0.80,0.80,0.53,0.36,0.36,0.25,0.53",26,0.48,0.98,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",195
gold label johnnie walker,"Informational, Commercial",1900,"0.53,0.53,0.53,0.44,0.44,0.67,1.00,0.67,0.44,0.44,0.27,0.53",26,0.65,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",263
green label johnnie walker,"Informational, Commercial",1900,"0.43,0.43,0.35,0.43,0.43,0.43,1.00,0.54,0.35,0.30,0.19,0.35",19,0.45,0.98,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker 18 years,"Informational, Commercial",1900,"0.53,0.53,0.67,0.36,0.44,0.67,1.00,0.53,0.36,0.36,0.20,0.44",13,0.75,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",196
johnnie walker black label price,Transactional,1900,"0.66,0.46,0.83,0.66,0.66,0.66,1.00,0.54,0.54,0.46,0.54,0.54",14,0.47,0.54,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",206
johnnie walker black label scotch whisky,"Informational, Commercial",1900,"0.43,0.52,1.00,1.00,0.52,0.52,1.00,0.18,0.05,0.02,0.07,0.07",25,2.66,0.02,"Sitelinks, AI Overview, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",199
johnnie walker gold,"Informational, Commercial",1900,"0.36,0.43,0.36,0.43,0.27,0.80,1.00,0.52,0.27,0.36,0.43,0.66",23,0.60,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",195
johnnie walker green,"Informational, Commercial",1900,"0.44,0.53,0.53,0.44,0.44,0.44,1.00,0.36,0.44,0.27,0.53,0.44",19,0.57,0.95,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",200
johnnie walker johnnie walker black label,"Informational, Commercial",1900,"0.00,0.00,0.00,0.00,0.54,1.00,0.36,0.00,0.00,0.00,0.00,0.00",30,0.48,0.94,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",200
johnny walker red,Informational,1900,"0.65,0.65,0.56,0.56,0.65,0.65,1.00,0.65,0.56,0.65,0.84,0.84",13,0.55,0.50,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",199
jonny walker,Navigational,1900,"0.44,0.44,1.00,0.44,1.00,0.44,0.67,0.35,0.13,0.67,0.28,0.44",50,0.53,0.90,"AI Overview, Image pack, People also ask, Related searches, Popular products",198
green label whiskey,Informational,1600,"0.54,0.67,0.67,0.67,0.67,0.67,1.00,0.54,0.41,0.41,0.37,0.41",12,0.87,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",201
johnnie red,"Informational, Commercial",1600,"0.00,0.00,0.00,1.00,0.00,0.44,0.44,0.00,0.00,0.00,0.00,0.03",8,0.00,0.37,"Sitelinks, Image pack, Video carousel, People also ask, Related searches, Popular products",202
johnnie walker black label scotch price,Transactional,1600,"0.52,0.03,0.20,0.36,0.36,0.52,1.00,0.44,0.44,0.44,0.44,0.36",12,0.59,0.72,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products",204
johnnie walker red label whisky,Informational,1600,"0.66,0.34,1.00,0.05,0.05,0.02,0.02,1.00,0.11,0.11,0.11,0.11",10,0.48,0.58,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",201
johnnie walker rv,Navigational,1600,"0.19,0.67,0.53,0.67,1.00,1.00,0.36,0.22,0.28,1.00,0.78,0.28",27,1.21,0.99,"Sitelinks, Video, Local pack, Related searches, Ads bottom",196
johny walker,Informational,1600,"0.53,0.78,0.67,0.53,0.53,0.53,0.53,0.67,0.22,1.00,0.67,0.67",67,0.53,0.90,"AI Overview, Image, People also ask, Knowledge panel, Related searches, People also search, Popular products",651000000
costliest johnnie walker,"Informational, Commercial",1300,"0.84,0.05,0.37,0.68,0.68,0.84,1.00,0.68,0.52,0.52,0.52,0.52",15,1.96,0.98,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products",189
jhonny walker,Informational,1300,"0.55,0.41,0.80,0.36,0.23,0.23,0.55,0.41,1.00,0.80,0.36,0.30",66,0.58,0.93,"AI Overview, People also ask, Knowledge panel, Related searches, People also search, Popular products",173
johnnie walker 18,"Informational, Commercial",1300,"0.36,0.24,0.36,0.24,0.27,0.52,1.00,0.44,0.20,0.20,0.24,0.24",12,0.62,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",198
johnnie walker blue label 750ml price,Transactional,1300,"0.54,0.54,0.66,0.54,0.54,0.66,1.00,0.66,0.54,0.54,0.30,0.30",21,0.52,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",203
johnnie walker gold label reserve,Informational,1300,"0.25,0.27,0.36,0.36,0.44,0.80,1.00,0.53,0.25,0.25,0.25,0.44",21,0.99,1.00,"AI Overview, Image, Image pack, People also ask, Related searches, Popular products",199
johnnie walker labels,Informational,1300,"0.67,0.67,0.67,0.67,0.51,0.84,1.00,0.51,0.37,0.51,0.47,0.51",23,0.50,0.79,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",199
johnnie walker scotch black label,"Informational, Commercial",1300,"0.10,0.01,0.20,0.65,0.54,1.00,0.03,0.29,0.36,0.20,0.02,0.02",24,1.11,0.06,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products",279
johnnie walker ufc,Informational,1300,"0.07,0.04,1.00,0.03,0.03,0.03,0.00,0.05,0.01,0.08,0.36,0.03",69,0.00,0.33,"Video carousel, Short videos, People also ask, Knowledge panel, Top stories, Related searches, People also search",189
johnnie.walker red,Informational,1300,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",17,0.55,0.50,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products",199
johnny cash songs walk the line,"Informational, Transactional",1300,"0.04,0.00,0.13,1.00,0.24,0.02,0.02,0.00,0.00,0.00,0.00,0.05",51,0.00,0.33,"Video, Video carousel, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",123
johnny walker blue labels,"Informational, Transactional",1300,"0.79,0.79,0.79,0.79,0.79,1.00,0.00,0.00,0.00,0.00,0.00,0.00",28,0.65,1.00,"Sitelinks, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",202
johnny walker scotch whisky,Informational,1300,"0.52,0.68,1.00,1.00,0.68,1.00,1.00,0.84,0.46,0.37,0.52,0.37",23,0.61,0.23,"Sitelinks, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",231
walk the line johnny cash,Informational,1300,"0.79,1.00,0.66,0.28,1.00,0.24,0.79,0.17,0.14,0.41,0.55,0.24",78,0.00,0.33,"Sitelinks, Reviews, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, See results about",104
walk the line johnny cash song,"Informational, Transactional",1300,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.01,0.01,0.01,0.02,0.00",62,0.00,0.33,"Sitelinks, Image, Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",119
750 ml johnnie walker blue label price,Transactional,1000,"0.41,0.04,0.30,0.41,0.41,0.66,1.00,0.54,0.54,0.54,0.00,0.00",16,0.00,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",203
black black johnnie walker,"Informational, Commercial",1000,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",16,0.51,0.97,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",198
blue label bottle,"Informational, Transactional",1000,"0.07,0.07,0.08,0.08,0.08,0.10,0.20,0.13,1.00,0.65,0.29,0.29",22,0.99,1.00,"Sitelinks, Image, Image pack, Video, Short videos, People also ask, Discussions and forums, Related searches, Popular products",198
double black johnnie walker,Informational,1000,"0.41,0.41,0.36,0.36,0.36,0.41,1.00,0.41,0.41,0.30,0.30,0.36",14,0.72,1.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",198
john walker whiskey,Informational,1000,"0.67,1.00,1.00,0.84,0.67,0.51,0.23,0.07,0.23,0.30,0.23,0.47",25,1.69,0.28,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",195
johnnie walker black cask,Informational,1000,"0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.03,0.65,1.00,0.81,0.81",23,0.69,1.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",189
johnnie walker black label cost,"Informational, Commercial",1000,"0.36,0.30,0.20,0.30,0.41,0.41,1.00,0.66,0.41,0.41,0.41,0.54",13,0.47,0.54,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",1610000
johnnie walker black label whisky,"Informational, Commercial",1000,"0.36,0.27,1.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00",19,0.48,0.94,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",196
johnnie walker blue label scotch,Commercial,1000,"0.30,1.00,0.30,0.66,0.30,0.66,1.00,0.36,0.07,0.10,0.13,0.41",24,0.80,0.46,"Sitelinks, Image, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",203
johnnie walker blue price,Transactional,1000,"0.61,0.61,0.81,0.61,0.56,0.56,1.00,0.56,0.36,0.36,0.56,0.61",18,0.39,0.95,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",202
johnnie walker brands by price,Transactional,1000,"0.00,0.04,0.30,0.54,0.54,0.79,1.00,0.54,0.30,0.36,0.41,0.41",24,0.50,0.69,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",200
johnnie walker king george v,"Informational, Commercial",1000,"0.63,0.63,0.63,0.79,0.79,0.79,1.00,0.63,0.54,0.54,0.42,0.63",9,0.95,1.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",185
johnnie walker liquor,"Informational, Commercial",1000,"0.36,0.55,0.62,0.81,1.00,0.62,0.81,0.45,0.36,0.36,0.81,1.00",20,2.28,0.77,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",197
johnnie walker price,Transactional,1000,"0.75,1.00,0.75,0.75,0.75,0.75,0.67,1.00,0.42,0.54,0.54,0.67",11,0.50,0.69,"Image, Image pack, People also ask, Related searches, Popular products",12300000
johnnie walker red label price,Transactional,1000,"0.36,0.36,0.55,0.55,0.80,0.80,1.00,0.80,0.44,0.29,0.55,0.13",6,0.53,0.54,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",201
johnny cash i walk the line lyrics,"Informational, Transactional",1000,"0.36,0.36,0.55,0.62,0.82,0.62,0.62,0.62,1.00,0.62,0.82,0.82",30,0.00,0.33,"Video, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search",107
johnny walker double black,Informational,1000,"0.29,0.83,0.23,0.29,0.69,0.46,1.00,0.46,1.00,0.29,0.51,0.51",17,0.48,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Related searches, Popular products",5140000
johnny walker jr,Informational,1000,"0.38,0.38,1.00,0.38,0.25,0.06,0.31,0.69,0.04,0.02,0.13,0.08",32,0.00,0.33,"Image, Video carousel, People also ask, Knowledge panel, Related searches",183
jw black label,"Informational, Commercial",1000,"0.11,0.13,0.11,0.13,1.00,1.00,1.00,0.84,0.68,0.68,0.11,0.13",27,1.67,0.92,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",196
most expensive johnnie walker,Informational,1000,"0.68,0.68,0.77,1.00,0.77,1.00,1.00,0.77,0.68,0.68,0.55,0.77",15,1.96,0.98,"Sitelinks, AI Overview, Image, People also ask, Related searches, Popular products",190
price for blue label johnnie walker,Transactional,1000,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",15,0.37,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",201
red label johnnie walker whiskey,"Informational, Commercial",1000,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",8,0.56,0.69,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",201
santo & johnny sleep walk,Informational,1000,"0.13,1.00,0.05,0.08,0.18,0.07,0.04,0.10,0.24,0.16,0.10,0.29",50,0.00,0.33,"Video, Short videos, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search",107
black label whisky,Informational,880,"0.20,0.23,0.14,0.14,0.23,0.29,0.54,1.00,0.23,0.11,0.34,0.34",16,1.06,0.94,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",195
green johnnie walker,"Informational, Commercial",880,"0.01,1.00,0.05,0.10,0.13,0.03,0.05,0.02,0.01,0.08,0.03,0.04",14,0.48,0.97,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",201
i walk the line johnny cash,"Informational, Transactional",880,"0.14,0.34,0.29,0.11,0.29,0.20,0.34,0.29,0.20,0.83,0.23,1.00",60,0.00,0.33,"Sitelinks, Video, Short videos, People also ask, Knowledge panel, Related searches, People also search",108
jhonny walker blue,"Informational, Commercial",880,"0.46,0.52,0.46,0.38,0.38,0.52,0.68,0.46,0.38,0.46,1.00,0.68",31,0.59,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",198
johnnie liquor,Commercial,880,"1.00,0.02,0.46,1.00,0.00,0.00,1.00,0.68,0.00,0.00,0.00,0.00",23,3.45,0.03,"Sitelinks, Image pack, Video carousel, People also ask, Local pack, Related searches, Popular products",198
johnnie walker blue label 750ml,Commercial,880,"0.62,0.36,0.45,0.55,0.45,0.45,1.00,0.81,0.62,0.81,0.45,0.81",25,0.96,0.79,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",200
johnnie walker gold label reserve price,Transactional,880,"0.56,0.56,1.00,0.67,0.56,0.67,1.00,0.56,0.37,0.37,0.44,0.56",16,0.65,0.96,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",202
