Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
γράπα,Informational,1600,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",32,0.19,0.18,"Video carousel, Knowledge panel, Related searches, People also search"
grapp,Informational,1300,"0.80,0.41,0.41,0.41,0.54,0.80,0.54,1.00,0.54,0.37,0.30,0.54",20,0.65,0.81,"AI Overview, People also ask, Related searches"
grappa drink,Informational,1300,"1.00,0.68,0.68,0.68,1.00,0.84,0.84,0.68,0.52,0.52,0.68,1.00",25,0.04,0.31,"Sitelinks, AI Overview, People also ask, Knowledge panel, Related searches, People also search, Things to know"
grappa liquor,Informational,1300,"1.00,1.00,0.80,0.62,1.00,0.80,0.80,0.62,0.55,0.62,0.80,0.80",22,0.11,0.66,"Sitelinks, AI Overview, Video carousel, Short videos, People also ask, Knowledge panel, Related searches, People also search, Popular products, Things to know"
grappa park city utah,"Navigational, Transactional",1300,"0.13,0.13,0.18,0.29,0.18,0.07,0.24,1.00,0.29,0.24,0.16,0.03",30,1.19,0.03,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa restaurant rochester ny,"Navigational, Transactional",1300,"0.81,0.55,0.45,0.62,0.81,1.00,1.00,0.81,0.62,0.45,0.62,0.81",37,0.00,0.01,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa rochester ny,"Navigational, Transactional",1300,"0.62,0.62,0.45,0.62,1.00,0.81,0.81,0.81,0.62,0.62,0.81,0.81",25,0.00,0.33,"Sitelinks, Knowledge panel, Related searches"
grappa italian nouveau,"Navigational, Transactional",1000,"0.67,0.76,0.76,0.67,1.00,0.55,1.00,1.00,0.67,0.76,0.76,1.00",24,0.00,0.03,"Sitelinks, Image pack, Knowledge panel, Related searches"
grappa ristorante,Navigational,1000,"1.00,0.37,0.46,0.84,0.84,0.16,0.68,0.52,0.31,0.46,0.52,0.52",47,0.00,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa ristorante warwick,"Navigational, Transactional",1000,"0.62,0.62,1.00,0.81,0.55,0.81,0.81,0.81,0.36,0.45,0.45,0.55",31,0.00,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa rochester,"Navigational, Transactional",1000,"1.00,1.00,0.44,0.77,0.77,1.00,0.68,0.77,0.44,0.56,0.56,0.77",30,0.00,0.01,"Sitelinks, Knowledge panel, Related searches"
grappa warwick new york,"Navigational, Transactional",1000,"1.00,0.01,0.30,0.55,0.82,0.03,0.02,0.44,0.44,0.34,0.01,0.02",36,0.00,0.02,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches"
grapps tires,"Informational, Transactional",1000,"0.44,0.44,0.77,0.77,1.00,1.00,1.00,0.77,0.68,0.77,0.56,0.68",26,0.67,0.88,"Reviews, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
italian pomace brandy,Informational,1000,"0.00,0.01,0.02,0.20,0.16,0.36,0.65,0.13,1.00,0.05,0.02,0.03",17,0.00,0.33,"Sitelinks, People also ask, Related searches, Popular products"
define grappa,Informational,880,"0.15,0.62,0.30,0.10,0.62,0.30,0.24,0.62,1.00,0.55,0.62,0.62",27,0.01,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches"
grappa italian park city,Navigational,880,"0.07,0.30,0.51,0.05,0.67,0.07,0.09,0.84,1.00,0.30,0.23,0.16",37,1.19,0.03,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa italian restaurant,Commercial,880,"0.46,0.30,1.00,0.38,0.25,0.20,0.30,0.38,0.52,1.00,0.25,0.38",48,1.55,0.02,"Reviews, People also ask, Local pack, Related searches"
grappa queen anne,"Navigational, Transactional",880,"0.45,0.45,0.30,0.45,0.36,0.45,1.00,0.81,0.45,0.62,0.55,0.62",31,0.96,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa restaurant warwick ny,"Navigational, Transactional",880,"0.55,0.76,0.67,0.76,0.67,0.76,1.00,1.00,0.45,0.30,0.36,0.67",33,0.00,0.33,"Sitelinks, People also ask, Knowledge panel, Related searches"
italian grappa,Informational,880,"0.54,0.76,0.76,0.68,0.54,0.54,1.00,1.00,0.54,0.54,0.68,0.37",28,0.15,0.35,"Sitelinks, AI Overview, Image, Short videos, People also ask, Knowledge panel, Related searches, People also search, Popular products, Things to know"
nitto mud grapps,Informational,880,"0.59,0.88,0.88,0.88,0.88,0.88,1.00,1.00,1.00,1.00,1.00,0.88",25,0.58,0.96,"Sitelinks, Reviews, Image, Video, Knowledge panel, Related searches"
ashley tov furniture grappa wavy nightstand,"Informational, Transactional",720,"1.00,0.15",12,0.00,0.00,"Sitelinks, Related searches, Popular products"
bassano del grappa italian restaurant & pizzeria,"Navigational, Transactional",720,"0.88,0.11,0.72,0.88,1.00,1.00,0.88,0.88,0.72,0.88,1.00,0.72",22,0.00,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grape brandy,Informational,720,"0.37,0.31,0.52,1.00,0.46,0.37,0.37,0.20,0.16,0.16,0.13,0.16",9,0.00,0.58,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products"
grapes in brandy,Informational,720,"0.36,0.05,0.30,1.00,0.41,0.30,0.24,0.13,0.10,0.13,0.10,0.10",5,0.00,0.58,"Video carousel, People also ask, Related searches"
grappa alcohol,Informational,720,"0.76,0.56,0.44,0.56,0.56,0.44,0.37,0.67,0.44,0.56,0.76,1.00",28,0.11,0.66,"Sitelinks, AI Overview, Video carousel, People also ask, Knowledge panel, Related searches, People also search, Popular products, Things to know"
grappa food,Informational,720,"0.77,0.09,0.55,0.68,0.55,0.02,0.05,1.00,0.77,0.77,0.05,0.02",27,0.15,0.35,"AI Overview, Reviews, Image, People also ask, Knowledge panel, Related searches, Popular products, Things to know"
grappa restaurant in warwick new york,Navigational,720,"0.05,0.06,0.30,0.81,0.81,1.00,1.00,0.81,0.00,0.00,0.45,0.62",32,0.00,0.33,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa restaurant park city,"Navigational, Transactional",720,"0.34,0.62,0.45,0.28,0.45,0.24,0.34,0.55,0.62,0.55,1.00,0.55",37,1.55,0.02,"Sitelinks, Reviews, Video, People also ask, Knowledge panel, Related searches"
grappa restaurant warwick new york,"Navigational, Transactional",720,"1.00,0.06,0.30,0.81,0.81,1.00,0.16,0.20,0.16,0.00,0.20,0.30",33,0.00,0.33,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa warwick,Navigational,720,"0.68,0.76,1.00,0.54,0.29,1.00,0.76,1.00,0.24,0.19,0.29,0.37",37,0.00,0.33,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches"
grappa restaurant seattle,"Navigational, Transactional",590,"0.82,0.82,0.65,0.65,0.65,0.82,0.44,0.55,0.65,1.00,1.00,0.82",31,0.27,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
trail grapps,Informational,590,"0.81,0.81,0.81,1.00,0.81,1.00,0.81,1.00,0.81,1.00,1.00,1.00",11,0.59,0.94,"Sitelinks, AI Overview, Reviews, Image pack, Video carousel, People also ask, Discussions and forums, Related searches"
grappa 72 menu,Informational,480,"1.00,0.81,0.67,0.67,0.81,0.67,0.81,0.81,1.00,0.67,0.67,0.67",44,0.00,0.33,"Image pack, People also ask, Knowledge panel, Related searches"
grappa italian restaurant park city utah,Navigational,480,"0.24,0.00,0.37,1.00,0.04,0.07,0.06,0.06,0.07,0.07,0.04,0.00",32,1.19,0.03,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa ristorante warwick ny,Navigational,480,"0.13,0.24,0.13,0.20,0.06,1.00,0.06,0.81,0.36,0.45,0.45,0.62",30,0.00,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa warwick ny,Navigational,480,"0.54,0.54,0.84,0.84,0.84,0.68,1.00,0.68,0.19,0.84,0.43,0.22",36,0.00,0.01,"Sitelinks, Image pack, Knowledge panel, Related searches"
grappe,Informational,480,"1.00,0.66,0.81,0.81,0.81,0.66,0.81,0.66,0.54,0.66,0.54,0.66",42,0.00,0.04,"AI Overview, Reviews, People also ask, Knowledge panel, Related searches, People also search"
italian liquor grappa,Informational,480,"0.10,0.06,0.45,0.10,0.08,1.00,0.06,0.62,0.20,0.20,0.36,0.45",23,0.11,0.66,"Sitelinks, AI Overview, Image, Video carousel, People also ask, Knowledge panel, Related searches, Popular products"
nitto trail grapps,"Informational, Transactional",480,"0.30,0.30,1.00,0.30,0.30,0.30,0.30,0.37,0.30,0.30,0.37,0.30",25,0.53,1.00,"Sitelinks, Reviews, Image pack, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches"
definition of grappa,Informational,390,"1.00,0.24,0.20,0.00,0.00,0.30,0.24,0.13,0.01,0.00,0.00,0.00",14,0.01,0.01,"AI Overview, People also ask, Related searches"
grappa glass,"Informational, Commercial",390,"0.42,0.67,0.67,0.83,0.67,0.67,0.83,1.00,0.67,0.67,0.42,0.54",3,0.39,1.00,"AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products"
grappa in italian,Informational,390,"1.00,0.19,0.30,0.24,0.45,0.30,0.30,0.30,0.24,0.15,0.12,0.30",16,0.15,0.35,"AI Overview, Video carousel, People also ask, Related searches"
grappa italian,Commercial,390,"0.43,0.54,0.43,0.35,0.35,0.28,0.35,0.43,1.00,0.24,0.28,0.28",27,0.00,0.31,"AI Overview, People also ask, Local pack, Related searches, Popular products"
grappa italian restaurant park city,Navigational,390,"0.20,0.03,0.04,0.03,1.00,0.05,0.02,0.03,0.04,0.07,0.01,0.01",37,1.55,0.02,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
grappa liqueur,Informational,390,"0.54,0.43,1.00,0.19,0.35,0.35,0.54,0.30,0.22,0.54,0.54,0.68",20,0.11,0.66,"Sitelinks, Image pack, Video carousel, People also ask, Local pack, Related searches, Popular products"
grappa park city menu,"Informational, Transactional",390,"0.23,0.67,0.36,0.44,0.36,0.19,0.44,0.83,0.83,1.00,0.44,0.44",35,0.00,0.01,"Image pack, People also ask, Knowledge panel, Related searches"
grappa restaurant park city utah,"Navigational, Transactional",390,"0.16,0.06,1.00,0.10,0.16,0.35,0.42,0.65,0.65,1.00,0.81,0.42",36,1.55,0.02,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
grappa seattle menu,"Informational, Navigational",390,"0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,1.00",23,0.00,0.33,"Sitelinks, Image pack, People also ask, Knowledge panel, Related searches"
grappa seattle wa,Navigational,390,"0.36,0.03,0.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.01",36,0.96,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa wine,Informational,390,"0.65,0.80,0.80,0.65,0.80,0.80,1.00,0.80,1.00,0.65,0.80,0.65",17,0.15,0.51,"Sitelinks, AI Overview, Image, People also ask, Knowledge panel, Discussions and forums, Related searches, People also search, Popular products, Things to know"
nonino grappa,"Navigational, Commercial",390,"0.54,0.54,0.81,0.66,0.66,0.66,1.00,0.66,0.54,0.66,0.81,1.00",12,0.70,0.98,"Sitelinks, Image pack, People also ask, Related searches, Popular products"
brandy grapes,"Informational, Commercial",320,"1.00,0.81,1.00,1.00,0.29,0.19,0.15,0.03,0.00,0.02,0.02,0.44",13,0.00,0.58,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Related searches, Popular products"
definition grappa,Informational,320,"0.30,0.06,0.45,0.00,0.00,0.08,0.04,0.62,1.00,0.00,0.00,0.00",21,0.01,0.01,"AI Overview, People also ask, Related searches"
grape liquor,Informational,320,"0.29,0.66,0.81,1.00,0.81,0.66,0.81,0.54,0.43,0.43,0.81,0.66",11,2.86,0.91,"Sitelinks, AI Overview, Image pack, People also ask, Local pack, Related searches, Popular products"
grappa 72 albany,"Navigational, Transactional",320,"0.67,0.82,0.67,0.67,0.53,0.82,0.82,0.82,0.82,1.00,1.00,0.82",44,0.00,0.01,"Sitelinks, Knowledge panel, Related searches"
grappa brandy,"Informational, Commercial",320,"0.10,0.08,0.06,0.08,0.13,0.30,1.00,0.10,0.24,0.04,0.04,0.03",7,0.00,0.51,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products"
grappa drinks,Commercial,320,"0.81,0.66,0.81,0.66,1.00,0.66,0.81,0.54,0.43,0.54,0.54,1.00",12,0.09,0.25,"AI Overview, Image, People also ask, Recipes, Related searches, Popular products"
grappa restaurant,Commercial,320,"0.36,0.54,0.67,0.44,0.36,0.01,1.00,0.67,0.02,0.67,0.02,0.54",48,0.00,0.01,"Sitelinks, Reviews, People also ask, Local pack, Related searches"
grappa restaurant warwick,"Navigational, Transactional",320,"0.13,0.01,0.36,0.04,1.00,0.05,0.02,0.05,0.02,0.04,0.01,0.02",33,0.00,0.02,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappo,Informational,320,"1.00,0.81,0.81,0.81,0.67,1.00,0.67,1.00,0.67,0.67,0.81,1.00",28,0.00,0.33,"AI Overview, Image pack, People also ask, Knowledge panel, Related searches, People also search, Things to know"
ip grapper,Informational,320,"0.56,1.00,0.00,0.28,0.00,0.44,0.22,0.00,0.00,0.28,0.00,0.00",48,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
monte grappa bf1,Informational,320,"0.36,0.29,1.00,0.23,0.66,0.54,0.23,0.54,0.81,0.29,0.23,0.36",34,0.00,0.33,"AI Overview, Image, Image pack, Video carousel, People also ask, Related searches"
ridge grapps,Informational,320,"1.00,0.66,0.66,0.66,0.81,0.66,0.66,0.81,0.66,0.81,0.66,0.66",40,0.49,0.99,"AI Overview, Reviews, Image pack, Short videos, People also ask, Discussions and forums, Related searches, Popular products, Things to know"
what is grappa made from,Informational,320,"0.82,0.66,0.82,0.82,0.82,0.66,0.82,0.66,0.66,0.66,0.66,1.00",19,0.01,0.05,"Sitelinks, AI Overview, People also ask, Related searches"
what is italian grappa,Informational,320,"1.00,0.07,0.13,0.13,0.07,0.04,0.07,0.09,0.06,0.07,0.09,0.09",16,0.03,0.05,"AI Overview, Video, People also ask, Related searches"
35 mud grapps,Commercial,260,"0.28,0.28,0.43,0.35,0.43,0.66,0.66,0.82,0.82,1.00,1.00,0.82",9,0.73,0.96,"Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products"
bassano del grappa italy,Informational,260,"0.65,0.65,0.81,0.65,0.81,0.53,0.65,0.81,0.81,1.00,0.53,0.81",23,1.33,0.07,"AI Overview, Image, Image pack, Video, Short videos, People also ask, Knowledge panel, Related searches, People also search, Things to know"
grappa 72 albany ny,"Navigational, Transactional",260,"0.81,1.00,1.00,0.34,0.65,1.00,1.00,0.81,0.81,0.53,0.65,0.43",43,0.00,0.01,"Sitelinks, Knowledge panel, Related searches"
grappa 72 ristorante,"Navigational, Transactional",260,"0.53,0.66,0.66,0.66,0.53,0.66,0.82,0.66,0.66,1.00,1.00,0.82",43,0.00,0.01,"Sitelinks, People also ask, Knowledge panel, Related searches"
grappa broski skibidi lewandowski,Informational,260,"0.09,0.04,0.15,0.36,0.30,0.19,0.19,0.19,0.30,1.00,0.36,0.36",22,0.00,0.33,"AI Overview, Image pack, Video, Short videos"
grappa definition,Informational,260,"1.00,0.63,0.31,0.44,0.31,0.81,0.50,0.44,0.81,0.44,0.25,0.25",26,0.00,0.01,"AI Overview, Image pack, People also ask, Related searches"
grappa glasses,Commercial,260,"0.54,0.54,0.54,0.67,0.67,0.83,1.00,0.54,0.54,0.67,0.54,0.83",3,0.45,1.00,"Sitelinks, Image, Image pack, People also ask, Related searches, Popular products"
grappa italian nouveau menu,Informational,260,"0.53,0.53,0.53,0.53,0.66,0.66,0.82,0.82,0.82,0.82,1.00,1.00",20,0.00,0.33,"Image pack, Related searches"
grappa italy,Informational,260,"0.18,0.43,0.81,0.66,0.81,0.54,1.00,0.43,0.22,0.28,0.28,0.66",23,0.10,0.31,"Sitelinks, AI Overview, Image, People also ask, Knowledge panel, Related searches, Popular products"
grappa main street park city ut,"Navigational, Transactional",260,"0.35,0.44,0.44,0.28,0.28,0.28,0.54,0.81,0.81,1.00,0.28,0.28",24,0.00,0.03,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
grappa menu,Informational,260,"1.00,1.00,1.00,0.54,0.80,0.65,1.00,1.00,1.00,0.80,0.80,0.80",16,0.00,0.33,"Image pack, Related searches"
grapper coustms binding of isaac,Informational,260,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,0.00,0.00,"AI Overview, Video, People also ask, Related searches"
grappos,Navigational,260,"0.82,0.82,0.66,0.82,0.66,1.00,0.52,0.82,0.52,1.00,0.82,1.00",8,0.00,0.01,"Sitelinks, AI Overview, Related searches"
mud grapps 35s,Commercial,260,"0.65,0.65,0.81,0.65,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81",10,0.89,0.96,"Sitelinks, Reviews, Video, People also ask, Discussions and forums, Related searches, Popular products"
mudd grapps,Commercial,260,"0.54,0.35,0.43,0.54,0.43,0.43,0.54,1.00,1.00,0.54,0.43,0.43",22,0.77,0.86,"Sitelinks, Reviews, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
nitto grapps,"Informational, Transactional",260,"0.50,0.88,0.63,0.88,0.88,1.00,0.88,1.00,1.00,1.00,0.88,0.88",22,0.43,1.00,"Reviews, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products"
nitto ridge grapps,Informational,260,"0.65,0.65,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.81",40,0.53,1.00,"Reviews, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches"
poli grappa,Navigational,260,"0.66,0.66,0.82,0.43,0.53,0.53,1.00,0.53,0.53,0.53,0.53,0.66",19,1.73,1.00,"Sitelinks, People also ask, Related searches, Popular products"
what is a grappa,Informational,260,"0.65,0.65,0.42,0.81,1.00,0.10,0.26,0.16,0.26,0.26,0.35,0.35",16,0.02,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches"
what is grapa,Informational,260,"0.19,0.19,0.81,0.54,0.28,0.23,0.36,0.44,0.54,0.54,0.67,1.00",21,0.02,0.02,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches"
whats grappa,Informational,260,"0.08,0.08,0.06,0.06,0.10,0.55,0.20,0.76,0.13,0.20,1.00,0.45",20,0.02,0.02,"AI Overview, Video carousel, Short videos, People also ask, Related searches"
35 inch mud grapps,Commercial,210,"0.65,0.65,1.00,0.80,0.80,1.00,1.00,1.00,0.80,1.00,1.00,1.00",8,0.86,0.93,"Reviews, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products"
